business_name,inspection_score,Year,NumberofLocations,Weekend
SAND LAKE ELEMENTARY SCHOOL,100,2018,19,false
KAVA'S PANCAKE HOUSE #2,92,2018,8,false
ERNIE TURNER CENTER,93,2018,5,false
KAVA'S PANCAKE HOUSE #2,92,2018,8,false
KAVA'S PANCAKE HOUSE #2,92,2018,8,false
KAVA'S PANCAKE HOUSE #2,92,2018,8,false
TRAILSIDE ELEMENTARY SCHOOL,100,2018,38,false
KLATT ELEMENTARY SCHOOL,100,2018,38,false
AFC SUSHI #2628 @ CARRS/SAFEWAY,97,2018,11,false
CAMP FIRE - TRAILSIDE,100,2018,30,false
CAMP FIRE - KLATT,100,2018,25,false
AFC SUSHI #2628 @ CARRS/SAFEWAY,97,2018,11,false
CAMP FIRE - O'MALLEY,100,2018,27,false
MIDNIGHT SUN CAFE LLC,100,2018,3,false
O'MALLEY ELEMENTARY SCHOOL,100,2018,37,false
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2019,110,false
DIVE BAR,87,2018,7,false
ANNA'S HEALTH FOODS,100,2018,15,false
RUSH,90,2018,22,false
OLIVE GARDEN,92,2018,19,false
OLIVE GARDEN,92,2018,19,false
RUSH,90,2018,22,false
OLIVE GARDEN,92,2018,19,false
DIVE BAR,87,2018,7,false
RUSH,90,2018,22,false
RISE & SHINE BAKERY,100,2018,10,false
RUSH,90,2018,22,false
DIVE BAR,87,2018,7,false
RUSH,90,2018,22,false
DIVE BAR,87,2018,7,false
OLIVE GARDEN - BAR,100,2018,8,false
RUSH,90,2018,22,false
DIVE BAR,87,2018,7,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
WAREHOUSE DEMO SERVICES #10 -DIMOND COSTCO,98,2018,12,false
SERRANO'S MEXICAN GRILL,90,2018,56,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
SERRANO'S MEXICAN GRILL,90,2018,56,false
COSTCO WHOLESALE - PROCESSOR,98,2018,27,false
SERRANO'S MEXICAN GRILL,90,2018,56,false
SOUTHCENTRAL FOUNDATION ELDER CENTER,100,2018,11,false
COSTCO WHOLESALE,100,2018,29,false
COSTCO WAREHOUSE PIZZA KITCHEN,94,2018,44,false
SERRANO'S MEXICAN GRILL,90,2018,56,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
COSTCO WAREHOUSE PIZZA KITCHEN,94,2018,44,false
COSTCO  MEAT,96,2018,31,false
SERRANO'S MEXICAN GRILL,90,2018,56,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
SHINES ASIAN FUSION BISTRO,83,2018,54,false
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2019,110,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
I.H.O.P.,90,2018,208,false
SUSITNA ELEMENTARY SCHOOL,100,2018,41,false
CAMP FIRE - CHESTER VALLEY,100,2018,20,false
CAMP FIRE - SUSITNA,100,2018,38,false
BEGICH MIDDLE SCHOOL -MULDOON,100,2018,27,false
CHESTER VALLEY SCHOOL,100,2018,37,false
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2019,110,false
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2018,35,false
SERVICE HIGH SCHOOL,100,2018,42,false
CRYSTAL CHILD DEVELOPMENT CENTER - LAKE OTIS,100,2018,10,false
"ALASKASENSE, LLC DBA CANNABASKA",100,2019,6,false
"MP2 ALASKA, LLC DBA PIZZA HUT",95,2019,26,false
"ENLIGHTEN ALASKA, LLC",100,2019,7,false
"MP2 ALASKA, LLC DBA PIZZA HUT",95,2019,26,false
CAMP FIRE - SPRING HILL,100,2018,28,false
YMCA DIMOND - MEN'S HOT TUB,100,2018,4,false
SPRING HILL ELEM CAFETERIA,100,2018,37,false
YMCA DIMOND - LARGE POOL,100,2018,6,false
YMCA DIMOND - SMALL POOL,100,2018,4,false
YMCA DIMOND - WOMEN'S HOT TUB,100,2018,5,false
YMCA DIMOND - LARGE POOL,100,2018,6,false
ABBOTT LOOP SCHOOL,100,2018,36,false
YMCA DIMOND - WOMEN'S HOT TUB,100,2018,5,false
YMCA DIMOND - WOMEN'S HOT TUB,100,2018,5,false
YMCA DIMOND - LARGE POOL,100,2018,6,false
CAMP FIRE - ABBOTT LOOP,100,2018,32,false
YMCA DIMOND - SMALL POOL,100,2018,4,false
YMCA DIMOND - SMALL POOL,100,2018,4,false
YMCA DIMOND - WOMEN'S HOT TUB,100,2018,5,false
SHERATON HOTEL- JADE,87,2018,18,false
CAMPBELL ELEMENTARY SCHOOL,100,2018,40,false
KFC,89,2018,13,false
SHERATON HOTEL- JADE,87,2018,18,false
SHERATON HOTEL- JADE,87,2018,18,false
KFC,89,2018,13,false
WEST HIGH SCHOOL,100,2018,36,false
SHERATON HOTEL- JADE,87,2018,18,false
CAMP FIRE - ALPENGLOW,100,2018,36,false
ALASKA OLIVE CARE II LLC,100,2018,3,false
SUBWAY STORE#27668,100,2018,25,false
SHERATON HOTEL- JADE,87,2018,18,false
KFC,89,2018,13,false
ANCHORAGE COMMUNITY YMCA EAGLE RVR,100,2018,18,false
KFC,89,2018,13,false
KFC,89,2018,13,false
SHERATON HOTEL- JADE,87,2018,18,false
SUBWAY OF ALASKA #4803,100,2018,53,false
CRYSTAL CHILD DEVELOPMENT CENTER - RASPBERRY,100,2018,11,false
HANSHEW MIDDLE SCHOOL,100,2018,40,false
DENALI ELEMENTARY SCHOOL,95,2018,36,false
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2018,38,false
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,100,2018,39,false
CREDIT UNION 1 LEARNING CENTER,100,2018,26,false
KING'S KIDS CHILD CARE,100,2018,29,false
INLET VIEW ELEMENTARY SCHOOL,100,2018,38,false
PACIFIC NORTHERN ACADEMY,100,2018,12,false
MCDONALD'S,99,2018,646,false
WAREHOUSE DEMO SERVICES #63 DEBARR COSTCO,96,2018,4,false
COSTCO WHOLESALE #63,100,2018,23,false
WAREHOUSE DEMO SERVICES #63 DEBARR COSTCO,96,2018,4,false
COSTCO #63 - PIZZA & DELI,99,2018,37,false
GOVERNMENT HILL ELEM SCHOOL,100,2018,36,false
COSTCO WHOLESALE #63 - PROCESSOR,98,2018,24,false
GOLDIE'S COFFEE ROASTERS,100,2018,9,false
CLARK MIDDLE SCHOOL,98,2018,40,false
COSTCO WHOLESALE #63 - MEAT,100,2018,26,false
GOLDIE'S COFFEE ROASTERS,100,2017,9,false
GOLDIE'S COFFEE ROASTERS,96,2016,9,false
COSTCO WHOLESALE # 63 - BAKERY,98,2018,25,false
GOLDIE'S COFFEE ROASTERS,96,2016,9,false
GOLDIE'S COFFEE ROASTERS,100,2015,9,false
WOO HOO! ICE CREAM,96,2018,3,false
COMMON GROUNDS ESPRESSO THREE LLC,94,2018,22,false
ANCHORAGE COMMUNITY YMCA-LAKE HOOD,97,2018,10,false
COMMON GROUNDS ESPRESSO THREE LLC,94,2018,22,false
ANCHORAGE COMMUNITY YMCA - KINCAID,97,2018,13,false
COMMON GROUNDS ESPRESSO THREE LLC,94,2018,22,false
RASPBERRY ROOTS,100,2018,3,false
MIDNIGHT MOOSE,98,2018,5,false
MIDNIGHT MOOSE,98,2018,5,false
WOO HOO! ICE CREAM,96,2018,3,false
AM FRONTIER INC DBA AM DELIGHT,100,2018,6,false
COMMON GROUNDS ESPRESSO THREE LLC,94,2018,22,false
STEAMDOT,89,2018,13,false
STEAMDOT,89,2018,13,false
BURGERFI,100,2018,7,false
STEAMDOT,89,2018,13,false
CAMP FIRE - RUSSIAN JACK,100,2018,45,false
RUSSIAN JACK ELEMENTARY SCHOOL,100,2018,38,false
STEAMDOT,89,2018,13,false
STEAMDOT,89,2018,13,false
EAST ANCHORAGE HIGH SCHOOL,100,2018,53,false
XALOS BURRITO EXPRESS,92,2018,11,false
XALOS BURRITO EXPRESS,92,2018,11,false
RUSSIAN EATS - MOBILE,97,2018,3,true
TARGET SOUTH STARBUCKS,100,2018,10,false
XALOS BURRITO EXPRESS,92,2018,11,false
TARGET SOUTH CAFE,95,2018,11,false
TIKI PETE'S,100,2018,5,true
TARGET SOUTH CAFE,95,2018,11,false
CHUGACH SCHOOL DISTRICT,100,2018,9,false
TARGET SOUTH GROCERY,100,2018,10,false
ROCKY MOUNTAIN CHOCOLATE FACTORY,100,2018,7,false
JASMINE THAI LLC,96,2018,16,false
"FLF NO8, LLC",100,2018,5,false
JASMINE THAI LLC,96,2018,16,false
CHARLEYS STEAK,95,2018,3,false
ORIENTAL SHOPPING CENTER -GROCERY,91,2018,21,false
PHO 2000,91,2018,5,false
AK WOK,97,2018,7,false
PHO 2000,91,2018,5,false
ORIENTAL SHOPPING CENTER - DELI,91,2018,19,false
CABELA'S,100,2018,16,false
JASMINE THAI LLC,96,2018,16,false
ORIENTAL SHOPPING CENTER - DELI,91,2018,19,false
ORIENTAL SHOPPING CENTER -GROCERY,91,2018,21,false
ORIENTAL SHOPPING CENTER - DELI,91,2018,19,false
ORIENTAL SHOPPING CENTER -GROCERY,91,2018,21,false
PHO 2000,91,2018,5,false
CHARLEYS STEAK,95,2018,3,false
STARBUCKS COFFEE,93,2018,7,false
AK WOK,97,2018,7,false
STARBUCKS COFFEE,93,2018,7,false
ORIENTAL SHOPPING CENTER -GROCERY,91,2018,21,false
ASIA GARDEN,87,2018,119,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
ASIA GARDEN,87,2018,119,false
ROMIG MIDDLE SCHOOL,100,2018,37,false
GRUENING MIDDLE SCHOOL,100,2018,40,false
HIDEAWAY BAR,93,2018,34,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
ASIA GARDEN,87,2018,119,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
BRANDIES,90,2018,34,false
12-100 COFFEE & COMMUNITIES,98,2018,11,false
ASIA GARDEN,87,2018,119,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
PAPA MURPHY'S,96,2018,110,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
KALADI BROTHERS COFFEE,98,2018,99,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
ASIA GARDEN,87,2018,119,false
PERK-UP ESPRESSO,94,2018,70,false
HIDEAWAY BAR,93,2018,34,false
BRANDIES,90,2018,34,false
PERK-UP ESPRESSO,94,2018,70,false
COLD STONE CREAMERY,100,2018,92,false
BRANDIES,90,2018,34,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
EAGLE RIVER HIGH SCHOOL,100,2018,32,false
NORTH STAR ELEMENTARY SCHOOL,100,2018,46,false
ASIA GARDEN,87,2018,119,false
12-100 COFFEE & COMMUNITIES,98,2018,11,false
CHINA LIGHTS ORIENTAL CUISINE LLC,81,2018,178,false
PAPA MURPHY'S,96,2018,110,false
ASIA GARDEN,87,2018,119,false
GALLO'S MEXICAN RESTAURANT-BAR,90,2018,35,false
CHILI'S GRILL + BAR,95,2018,19,false
GALLO'S MEXICAN RESTAURANT-BAR,90,2018,35,false
CHILI'S GRILL + BAR,95,2018,19,false
CHILI'S GRILL + BAR - BAR,98,2018,6,false
CCS EARLY LEARNING CENTER,100,2018,43,false
GALLO'S MEXICAN RESTAURANT-BAR,90,2018,35,false
CHUGIAK HIGH SCHOOL,100,2018,42,false
"OFFICE CAFE, THE",98,2018,10,false
"ALASKAN LEAF, LLC",100,2018,7,false
MULDOON ELEMENTARY SCHOOL,100,2018,40,false
BRIGHT BEGINNINGS ELC-EAGLE RIVER,97,2018,69,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
MASTERS CATERING - CATERER,97,2018,20,false
BRIGHT BEGINNINGS ELC-EAGLE RIVER,97,2018,69,false
"CAFE LA VITA, LLC",95,2018,5,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
ARCH -AL,99,2018,15,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
PTARMIGAN ELEMENTARY SCHOOL,100,2018,39,false
NEW SAGAYA CITY MARKET/KALADI,98,2018,7,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
"OFFICE CAFE, THE",98,2018,10,false
"VAULT, THE",95,2018,9,false
FIRETAP ALEHOUSE,90,2018,47,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
MASTERS CATERING - CATERER,97,2018,20,false
NEW SAGAYA CITY MARKET - GROCERY,98,2018,43,false
"FLYING DUTCHMAN PASTRY SHOP, THE",94,2018,37,false
"CAFE LA VITA, LLC",95,2018,5,false
FITSPRESSO,90,2018,6,false
CAMP FIRE - GLADYS WOOD,100,2018,32,false
BRIGHT BEGINNINGS ELC-EAGLE RIVER,97,2018,69,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
MASTERS CATERING - CATERER,97,2018,20,false
FIRETAP ALEHOUSE,90,2018,47,false
FIRETAP ALEHOUSE,90,2018,47,false
FIRETAP ALEHOUSE & RESTAURANT-BAR,97,2018,15,false
FITSPRESSO,90,2018,6,false
ANCHORAGE MONTESSORI SCHOOL,100,2018,18,false
FIRETAP ALEHOUSE,90,2018,47,false
FRONTIER CAFE,97,2018,11,false
"VAULT, THE",95,2018,9,false
MOM & POPS GROCERY AND LIQUOR,87,2018,18,false
"VAULT, THE",95,2018,9,false
FITSPRESSO,90,2018,6,false
ALASKA SAUSAGE CO INC.,100,2018,20,false
FITSPRESSO,90,2018,6,false
HEARTH ARTISAN PIZZA,99,2018,21,false
"CAFE LA VITA, LLC",95,2018,5,false
"FLYING DUTCHMAN PASTRY SHOP, THE",94,2018,37,false
FIRETAP ALEHOUSE,90,2018,47,false
"VAULT, THE",95,2018,9,false
BARTLETT HIGH SCHOOL,100,2018,59,false
"GREAT NORTHERN RETAIL STORES, INC DBA GREAT NORTHERN CANNABIS",100,2018,2,false
FRONTIER CAFE,97,2018,11,false
CREEKSIDE ELEMENTARY SCHOOL,100,2018,39,false
CAMP FIRE - CHUGIAK,100,2018,30,false
NUNAKA VALLEY SCHOOL,100,2018,37,false
COLLEGE GATE ELEMENTARY SCHOOL,100,2018,38,false
CARRS #1813 - SALAD BAR,92,2018,52,false
CARRS #1813 - RETAIL FISH,93,2018,26,false
CARRS #1813 - RETAIL FISH,93,2018,26,false
AIRPORT HEIGHTS SCHOOL,100,2018,37,false
CARRS #1813 - DELI,93,2018,68,false
CARRS #1813 - DELI,93,2018,68,false
CARRS #1813 - DELI,93,2018,68,false
CENTRAL MIDDLE SCHOOL,100,2018,42,false
CARRS #1813 - SALAD BAR,92,2018,52,false
CARRS #1813 - DELI,93,2018,68,false
CARRS #1813 - CHINESE KITCHEN,91,2018,49,false
MOUNTAIN VIEW ELEM SCHOOL,100,2018,45,false
CARRS #1813 - CHINESE KITCHEN,91,2018,49,false
CARRS #1813 - SALAD BAR,92,2018,52,false
CARRS #1813 - CHINESE KITCHEN,91,2018,49,false
CARRS #1813 - CHINESE KITCHEN,91,2018,49,false
DELFY'S FURNITURE & STUFF,97,2018,3,false
MCDONALD'S,91,2018,646,false
MCDONALD'S,91,2018,646,false
SUSHI ON THE FLY,85,2018,11,false
SAL'S NEW YORK GRILL,95,2018,12,false
POLARIS K-12 SCHOOL,100,2018,38,false
SAL'S NEW YORK GRILL,95,2018,12,false
SUSHI ON THE FLY,85,2018,11,false
SUSHI ON THE FLY - BAR,96,2018,6,false
SUSHI ON THE FLY,85,2018,11,false
MCDONALD'S,91,2018,646,false
SUSHI ON THE FLY,85,2018,11,false
SUSHI ON THE FLY,85,2018,11,false
SUSHI ON THE FLY - BAR,96,2018,6,false
KOBUK TO GO,99,2018,4,false
HUDSON NEWS/EURO CAFE,99,2018,12,false
HOST COMMISSARY,100,2018,48,false
SUSHI ON THE FLY,85,2018,11,false
SUSHI ON THE FLY,85,2018,11,false
MCDONALD'S,91,2018,646,false
ANCHORAGE MARKET,100,2018,32,false
SUSHI ON THE FLY,85,2018,11,false
MCDONALD'S,91,2018,646,false
AVAIL SCHOOL,100,2018,4,false
CAMP FIRE - DENALI,100,2018,30,false
WILLIAM TYSON ELEMENTARY,100,2018,38,false
FAIRVIEW ELEMENTARY SCHOOL,100,2018,38,false
ALASKA NATIVE CULTURAL CHARTER SCHOOL,100,2018,11,false
H2OASIS ACTIVITY POOL,100,2018,56,false
WILLIWAW ELEMENTARY SCHOOL,100,2018,38,false
H2OASIS SLOW RIVER,100,2018,57,false
H2OASIS INDOOR WATERPARK - SPLASH,100,2018,60,false
WONDER PARK SCHOOL,100,2018,37,false
H2OASIS ALASKA TUB,100,2018,58,false
H2OASIS WAVE POOL,100,2018,54,false
KASUUN ELEMENTARY,100,2018,36,false
JIMMY EASTERN RESTAURANT,90,2018,7,false
DOWNTOWN CHEVRON - SNACK BAR,94,2018,33,false
JIMMY EASTERN RESTAURANT,90,2018,7,false
JIMMY EASTERN RESTAURANT,90,2018,7,false
DOWNTOWN CHEVRON - SNACK BAR,94,2018,33,false
DOWNTOWN CHEVRON GROCERY,100,2018,26,false
IMAGINATION STATION,100,2018,19,false
JIMMY EASTERN RESTAURANT,90,2018,7,false
JIMMY EASTERN RESTAURANT,90,2018,7,false
DOWNTOWN CHEVRON - SNACK BAR,94,2018,33,false
WENDLER MIDDLE SCHOOL,100,2018,43,false
LAKE OTIS ELEMENTARY SCHOOL,100,2018,38,false
ROGERS PARK ELEMENTARY SCHOOL,100,2018,38,false
WHALEY CENTER,100,2018,32,false
NORTHERN LIGHTS ABC SCHOOL,100,2018,36,false
TUDOR ELEMENTARY SCHOOL,100,2018,39,false
A WHOLE LATTE LOVE,98,2019,12,false
CAMP FIRE - INLET VIEW,100,2018,35,false
HS&S RESTAURANTS INC DBA BURGER KING - DIMOND,96,2018,2,false
BUTCHER BLOCK,89,2018,16,false
BUTCHER BLOCK,89,2018,16,false
BUTCHER BLOCK,89,2018,16,false
FIRETAP ALEHOUSE,97,2018,47,false
CAMP FIRE - AIRPORT HEIGHTS,99,2018,27,false
BUTCHER BLOCK,89,2018,16,false
TROPHY ROOM,97,2018,28,false
BUTCHER BLOCK,89,2018,16,false
BUTCHER BLOCK,89,2018,16,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
BAYSHORE CLUBHOUSE POOL,100,2018,31,false
AK PACIFIC UNIVERSITY,91,2018,70,false
AK PACIFIC UNIVERSITY,91,2018,70,false
AK PACIFIC UNIVERSITY,91,2018,70,false
BAYSHORE CLUBHOUSE - SPA,100,2018,35,false
DOWNTOWN SHELL  A & W,75,2018,105,false
AK PACIFIC UNIVERSITY,91,2018,70,false
PHO VIETNAM #3,96,2018,17,false
AK PACIFIC UNIVERSITY,91,2018,70,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
DOWNTOWN SHELL  A & W,75,2018,105,false
PHO VIETNAM #3,96,2018,17,false
STARBRIGHT PRESCHOOL,100,2015,34,false
STARBRIGHT PRESCHOOL,88,2006,34,false
STARBRIGHT PRESCHOOL,100,2018,34,false
STARBRIGHT PRESCHOOL,93,2008,34,false
STARBRIGHT PRESCHOOL,88,2006,34,false
STARBRIGHT PRESCHOOL,100,2005,34,false
STARBRIGHT PRESCHOOL,100,2007,34,false
DOWNTOWN SHELL FOOD MART A & W,92,2018,27,false
KIDS'  CORPS - MOUNTAIN VIEW CENTER #2,100,2018,11,false
STARBRIGHT PRESCHOOL,95,2000,34,false
STARBRIGHT PRESCHOOL,94,2016,34,false
STARBRIGHT PRESCHOOL,100,2009,34,false
STARBRIGHT PRESCHOOL,96,2017,34,false
STARBRIGHT PRESCHOOL,100,2003,34,false
DOWNTOWN SHELL FOOD MART A & W,92,2018,27,false
STARBRIGHT PRESCHOOL,99,2017,34,false
STARBRIGHT PRESCHOOL,96,2017,34,false
STARBRIGHT PRESCHOOL,100,2001,34,false
STARBRIGHT PRESCHOOL,100,2007,34,false
STARBRIGHT PRESCHOOL,88,2006,34,false
STARBRIGHT PRESCHOOL,96,2017,34,false
DOWNTOWN SHELL FOOD MART A & W,92,2018,27,false
DOWNTOWN SHELL FOOD MART A & W,92,2018,27,false
STARBRIGHT PRESCHOOL,95,2002,34,false
STARBRIGHT PRESCHOOL,100,2003,34,false
STARBRIGHT PRESCHOOL,94,2016,34,false
STARBRIGHT PRESCHOOL,90,2002,34,false
STARBRIGHT PRESCHOOL,93,2008,34,false
KIDS'  CORPS - MOUNTAIN VIEW CENTER,100,2018,26,false
STARBRIGHT PRESCHOOL,100,2002,34,false
STARBRIGHT PRESCHOOL,96,2008,34,false
STARBRIGHT PRESCHOOL,100,2004,34,false
STARBRIGHT PRESCHOOL,88,2006,34,false
DOWNTOWN SHELL  A & W,97,2018,105,false
DOWNTOWN SHELL  A & W,97,2018,105,false
"ALASKA CLUB SOUTH, THE",100,2018,54,false
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2018,25,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
DOWNTOWN SHELL  A & W,97,2018,105,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
"ALASKA CLUB SOUTH, THE (SNACK BAR)",100,2018,36,false
NAMASTE SHANGRI LA LLC,84,2018,19,false
"ALASKA CLUB (SNACK BAR),THE SUMMIT",100,2018,17,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE - BAR,92,2018,4,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE,93,2018,5,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE,93,2018,5,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE - BAR,92,2018,4,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE - BAR,92,2018,4,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE,93,2018,5,false
JALAPENOS MEXICAN RESTAURANT ANCHORAGE,93,2018,5,false
DRAGON RESTAURANT,82,2018,191,false
I LUV SUSHI,85,2018,7,false
GALLO'S LOUNGE,98,2018,32,false
GALLO'S MEXICAN RESTAURANT,92,2018,274,false
DRAGON RESTAURANT,82,2018,191,false
DRAGON RESTAURANT,82,2018,191,false
DRAGON RESTAURANT,82,2018,191,false
DRAGON RESTAURANT,82,2018,191,false
DRAGON RESTAURANT,82,2018,191,false
GALLO'S LOUNGE,98,2018,32,false
DRAGON RESTAURANT,82,2018,191,false
GALLO'S MEXICAN RESTAURANT,92,2018,274,false
DRAGON RESTAURANT,82,2018,191,false
ANCHOR LUTHERAN SCHOOL,100,2018,16,false
I LUV SUSHI,85,2018,7,false
I LUV SUSHI,85,2018,7,false
DRAGON RESTAURANT,82,2018,191,false
DRAGON RESTAURANT,82,2018,191,false
I LUV SUSHI,85,2018,7,false
GALLO'S MEXICAN RESTAURANT,92,2018,274,false
I LUV SUSHI,85,2018,7,false
DRAGON RESTAURANT,82,2018,191,false
I LUV SUSHI,85,2018,7,false
GALLO'S MEXICAN RESTAURANT,92,2018,274,false
DENA A COY KITCHEN,100,2018,14,false
M.L.K. FOOD BANK,99,2018,12,false
SUITE 100 RESTAURANT,90,2018,52,false
SUITE 100 RESTAURANT,90,2018,52,false
SUITE 100 RESTAURANT,90,2018,52,false
SUITE 100 RESTAURANT,90,2018,52,false
"MP2 ALASKA, LLC DBA PIZZA HUT",95,2018,26,false
SUITE 100 RESTAURANT,90,2018,52,false
CARL'S JR RESTAURANT,94,2018,254,false
SUITE 100 BAR,98,2018,17,false
CARL'S JR RESTAURANT,94,2018,254,false
"MP2 ALASKA, LLC DBA PIZZA HUT",95,2018,26,false
"ALASKA CLUB SOUTH, THE - SPA",100,2018,55,false
"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",100,2018,30,false
HOLIDAY STATIONSTORE #611,97,2018,29,false
ANCHOR HOUSE,100,2018,15,false
HOLIDAY STATIONSTORE #611 SNACKBAR,97,2018,31,false
HOLIDAY STATIONSTORE #611 SNACKBAR,97,2018,31,false
KRINERS BURGER AND PIES,91,2018,17,false
XALOS,97,2018,18,false
KRINERS BURGER AND PIES,91,2018,17,false
CAMP FIRE - NUNAKA VALLEY,100,2018,43,false
UNCLE HERB'S,100,2018,4,false
KRINERS BURGER AND PIES,91,2018,17,false
KRINERS BURGER AND PIES,91,2018,17,false
EVA'S CUPCAKERY,100,2018,13,false
"DANKORAGE, LLC",100,2018,4,false
KRINERS BURGER AND PIES,91,2018,17,false
LA CABANA RESTAURANT,86,2007,82,false
CAROUSEL CHILD CARE CENTER,97,2018,58,false
LA CABANA RESTAURANT,95,2008,82,false
LA CABANA RESTAURANT,95,2003,82,false
LA CABANA RESTAURANT,85,2006,82,false
LA CABANA RESTAURANT,88,2009,82,false
KIDS' CORP - MULDOON,100,2018,51,false
LA CABANA RESTAURANT,86,2007,82,false
PAPA MURPHY'S,92,2018,110,false
LA CABANA RESTAURANT,97,2015,82,false
TESORO -ABBOTT,100,2018,6,false
LA CABANA RESTAURANT,89,2017,82,false
CAFE LOCO 2,93,2018,66,false
LA CABANA RESTAURANT,89,2017,82,false
LA CABANA RESTAURANT,98,2006,82,false
LA CABANA RESTAURANT,89,2017,82,false
LA CABANA RESTAURANT,93,2009,82,false
LA CABANA RESTAURANT,100,2004,82,false
LA CABANA RESTAURANT,85,2006,82,false
CORDOVA CENTER,100,2018,26,false
LA CABANA RESTAURANT,93,2016,82,false
LA CABANA RESTAURANT,88,2009,82,false
LA CABANA RESTAURANT,89,2017,82,false
LA CABANA RESTAURANT,93,2016,82,false
LA CABANA RESTAURANT,95,2000,82,false
PAPA MURPHY'S,92,2018,110,false
LA CABANA RESTAURANT,79,2007,82,false
LA CABANA RESTAURANT,85,2006,82,false
LA CABANA RESTAURANT,93,2009,82,false
LA CABANA RESTAURANT,79,2007,82,false
LA CABANA RESTAURANT,86,2007,82,false
SOUTHSIDE STRENGTH AND FITNESS,100,2018,9,false
LA CABANA RESTAURANT,79,2007,82,false
LA CABANA RESTAURANT,79,2007,82,false
LA CABANA RESTAURANT,94,2000,82,false
CAROUSEL CHILD CARE CENTER,97,2018,58,false
CCLC @ TUNDRA TYKES,100,2018,3,false
LA CABANA RESTAURANT,79,2007,82,false
LA CABANA RESTAURANT,88,2009,82,false
CAFE LOCO 2,93,2018,66,false
LA CABANA RESTAURANT,86,2007,82,false
LA CABANA RESTAURANT,79,2007,82,false
PAPA MURPHY'S,92,2018,110,false
LA CABANA RESTAURANT,95,2005,82,false
LA CABANA RESTAURANT,97,2015,82,false
LA CABANA RESTAURANT,99,2005,82,false
CAFE LOCO 2,93,2018,66,false
LA CABANA RESTAURANT,79,2007,82,false
