Month,Animal,State,Count
2015 Mar,Sheep,Australian Capital Territory,0.0
2015 Apr,Sheep,Australian Capital Territory,0.0
2015 May,Sheep,Australian Capital Territory,0.0
2015 Jun,Sheep,Australian Capital Territory,0.0
2015 Jul,Sheep,Australian Capital Territory,0.0
2015 Aug,Sheep,Australian Capital Territory,0.0
2015 Sep,Sheep,Australian Capital Territory,0.0
2015 Oct,Sheep,Australian Capital Territory,0.0
2015 Nov,Sheep,Australian Capital Territory,0.0
2015 Dec,Sheep,Australian Capital Territory,0.0
2016 Jan,Sheep,Australian Capital Territory,0.0
2016 Feb,Sheep,Australian Capital Territory,0.0
2016 Mar,Sheep,Australian Capital Territory,0.0
2016 Apr,Sheep,Australian Capital Territory,0.0
2016 May,Sheep,Australian Capital Territory,0.0
2016 Jun,Sheep,Australian Capital Territory,0.0
2016 Jul,Sheep,Australian Capital Territory,0.0
2016 Aug,Sheep,Australian Capital Territory,0.0
2016 Sep,Sheep,Australian Capital Territory,0.0
2016 Oct,Sheep,Australian Capital Territory,0.0
2016 Nov,Sheep,Australian Capital Territory,0.0
2016 Dec,Sheep,Australian Capital Territory,0.0
2017 Jan,Sheep,Australian Capital Territory,0.0
2017 Feb,Sheep,Australian Capital Territory,0.0
2017 Mar,Sheep,Australian Capital Territory,0.0
2017 Apr,Sheep,Australian Capital Territory,0.0
2017 May,Sheep,Australian Capital Territory,0.0
2017 Jun,Sheep,Australian Capital Territory,0.0
2017 Jul,Sheep,Australian Capital Territory,0.0
2017 Aug,Sheep,Australian Capital Territory,0.0
2017 Sep,Sheep,Australian Capital Territory,0.0
2017 Oct,Sheep,Australian Capital Territory,0.0
2017 Nov,Sheep,Australian Capital Territory,0.0
2017 Dec,Sheep,Australian Capital Territory,0.0
2018 Jan,Sheep,Australian Capital Territory,0.0
2018 Feb,Sheep,Australian Capital Territory,0.0
2018 Mar,Sheep,Australian Capital Territory,0.0
2018 Apr,Sheep,Australian Capital Territory,0.0
2018 May,Sheep,Australian Capital Territory,0.0
2018 Jun,Sheep,Australian Capital Territory,0.0
2018 Jul,Sheep,Australian Capital Territory,0.0
2018 Aug,Sheep,Australian Capital Territory,0.0
2018 Sep,Sheep,Australian Capital Territory,0.0
2018 Oct,Sheep,Australian Capital Territory,0.0
2018 Nov,Sheep,Australian Capital Territory,0.0
2018 Dec,Sheep,Australian Capital Territory,0.0
1972 Jul,Sheep,New South Wales,669400.0
1972 Aug,Sheep,New South Wales,581100.0
1972 Sep,Sheep,New South Wales,468100.0
1972 Oct,Sheep,New South Wales,515299.99999999994
1972 Nov,Sheep,New South Wales,564500.0
1972 Dec,Sheep,New South Wales,565400.0
1973 Jan,Sheep,New South Wales,630300.0
1973 Feb,Sheep,New South Wales,528900.0
1973 Mar,Sheep,New South Wales,594500.0
1973 Apr,Sheep,New South Wales,443000.0
1973 May,Sheep,New South Wales,459200.0
1973 Jun,Sheep,New South Wales,337100.0
1973 Jul,Sheep,New South Wales,258399.99999999997
1973 Aug,Sheep,New South Wales,245500.0
1973 Sep,Sheep,New South Wales,227800.0
1973 Oct,Sheep,New South Wales,239600.0
1973 Nov,Sheep,New South Wales,247400.0
1973 Dec,Sheep,New South Wales,194100.0
1974 Jan,Sheep,New South Wales,214300.0
1974 Feb,Sheep,New South Wales,218600.0
1974 Mar,Sheep,New South Wales,252900.0
1974 Apr,Sheep,New South Wales,210100.0
1974 May,Sheep,New South Wales,235000.0
1974 Jun,Sheep,New South Wales,204300.0
1974 Jul,Sheep,New South Wales,192200.0
1974 Aug,Sheep,New South Wales,163100.0
1974 Sep,Sheep,New South Wales,210500.0
1974 Oct,Sheep,New South Wales,227500.0
1974 Nov,Sheep,New South Wales,226400.0
1974 Dec,Sheep,New South Wales,201300.0
1975 Jan,Sheep,New South Wales,230200.0
1975 Feb,Sheep,New South Wales,266300.0
1975 Mar,Sheep,New South Wales,301700.0
1975 Apr,Sheep,New South Wales,352100.0
1975 May,Sheep,New South Wales,304300.0
1975 Jun,Sheep,New South Wales,268700.0
1975 Jul,Sheep,New South Wales,273800.0
1975 Aug,Sheep,New South Wales,235600.0
1975 Sep,Sheep,New South Wales,249000.0
1975 Oct,Sheep,New South Wales,292500.0
1975 Nov,Sheep,New South Wales,291900.0
1975 Dec,Sheep,New South Wales,285300.0
1976 Jan,Sheep,New South Wales,285400.0
1976 Feb,Sheep,New South Wales,327400.0
1976 Mar,Sheep,New South Wales,377800.0
1976 Apr,Sheep,New South Wales,348200.0
1976 May,Sheep,New South Wales,385900.0
1976 Jun,Sheep,New South Wales,342300.0
1976 Jul,Sheep,New South Wales,307800.0
1976 Aug,Sheep,New South Wales,287400.0
1976 Sep,Sheep,New South Wales,299600.0
1976 Oct,Sheep,New South Wales,256500.0
1976 Nov,Sheep,New South Wales,296200.0
1976 Dec,Sheep,New South Wales,364600.0
1977 Jan,Sheep,New South Wales,363000.0
1977 Feb,Sheep,New South Wales,412900.0
1977 Mar,Sheep,New South Wales,444300.0
1977 Apr,Sheep,New South Wales,366800.0
1977 May,Sheep,New South Wales,370900.0
1977 Jun,Sheep,New South Wales,287900.0
1977 Jul,Sheep,New South Wales,252000.0
1977 Aug,Sheep,New South Wales,264700.0
1977 Sep,Sheep,New South Wales,272200.0
1977 Oct,Sheep,New South Wales,309300.0
1977 Nov,Sheep,New South Wales,379800.0
1977 Dec,Sheep,New South Wales,406800.0
1978 Jan,Sheep,New South Wales,420100.0
1978 Feb,Sheep,New South Wales,358400.0
1978 Mar,Sheep,New South Wales,420000.0
1978 Apr,Sheep,New South Wales,291400.0
1978 May,Sheep,New South Wales,399700.0
1978 Jun,Sheep,New South Wales,197800.0
1978 Jul,Sheep,New South Wales,160800.0
1978 Aug,Sheep,New South Wales,243000.0
1978 Sep,Sheep,New South Wales,223200.0
1978 Oct,Sheep,New South Wales,303900.0
1978 Nov,Sheep,New South Wales,362700.0
1978 Dec,Sheep,New South Wales,270200.0
1979 Jan,Sheep,New South Wales,274600.0
1979 Feb,Sheep,New South Wales,341100.0
1979 Mar,Sheep,New South Wales,412900.0
1979 Apr,Sheep,New South Wales,281500.0
1979 May,Sheep,New South Wales,361800.0
1979 Jun,Sheep,New South Wales,234200.0
1979 Jul,Sheep,New South Wales,205100.0
1979 Aug,Sheep,New South Wales,303700.0
1979 Sep,Sheep,New South Wales,247000.0
1979 Oct,Sheep,New South Wales,333300.0
1979 Nov,Sheep,New South Wales,363500.0
1979 Dec,Sheep,New South Wales,314500.0
1980 Jan,Sheep,New South Wales,456100.0
1980 Feb,Sheep,New South Wales,456800.0
1980 Mar,Sheep,New South Wales,493600.0
1980 Apr,Sheep,New South Wales,373800.0
1980 May,Sheep,New South Wales,326300.0
1980 Jun,Sheep,New South Wales,144100.0
1980 Jul,Sheep,New South Wales,159600.0
1980 Aug,Sheep,New South Wales,192700.0
1980 Sep,Sheep,New South Wales,297400.0
1980 Oct,Sheep,New South Wales,434100.0
1980 Nov,Sheep,New South Wales,441700.0
1980 Dec,Sheep,New South Wales,491800.0
1981 Jan,Sheep,New South Wales,425600.0
1981 Feb,Sheep,New South Wales,467500.0
1981 Mar,Sheep,New South Wales,397700.0
1981 Apr,Sheep,New South Wales,372500.0
1981 May,Sheep,New South Wales,351800.0
1981 Jun,Sheep,New South Wales,131700.0
1981 Jul,Sheep,New South Wales,127800.0
1981 Aug,Sheep,New South Wales,126800.0
1981 Sep,Sheep,New South Wales,198400.0
1981 Oct,Sheep,New South Wales,205800.0
1981 Nov,Sheep,New South Wales,141300.0
1981 Dec,Sheep,New South Wales,198000.0
1982 Jan,Sheep,New South Wales,232700.0
1982 Feb,Sheep,New South Wales,271000.0
1982 Mar,Sheep,New South Wales,310200.0
1982 Apr,Sheep,New South Wales,217600.0
1982 May,Sheep,New South Wales,242100.0
1982 Jun,Sheep,New South Wales,203500.0
1982 Jul,Sheep,New South Wales,206600.0
1982 Aug,Sheep,New South Wales,192200.0
1982 Sep,Sheep,New South Wales,280100.0
1982 Oct,Sheep,New South Wales,263100.0
1982 Nov,Sheep,New South Wales,357100.0
1982 Dec,Sheep,New South Wales,283700.0
1983 Jan,Sheep,New South Wales,257600.00000000003
1983 Feb,Sheep,New South Wales,288900.0
1983 Mar,Sheep,New South Wales,297600.0
1983 Apr,Sheep,New South Wales,254100.0
1983 May,Sheep,New South Wales,202900.0
1983 Jun,Sheep,New South Wales,160700.0
1983 Jul,Sheep,New South Wales,167400.0
1983 Aug,Sheep,New South Wales,204600.0
1983 Sep,Sheep,New South Wales,140300.0
1983 Oct,Sheep,New South Wales,175800.0
1983 Nov,Sheep,New South Wales,178400.0
1983 Dec,Sheep,New South Wales,104800.0
1984 Jan,Sheep,New South Wales,97100.0
1984 Feb,Sheep,New South Wales,169600.0
1984 Mar,Sheep,New South Wales,195100.0
1984 Apr,Sheep,New South Wales,142500.0
1984 May,Sheep,New South Wales,152800.0
1984 Jun,Sheep,New South Wales,152000.0
1984 Jul,Sheep,New South Wales,111900.0
1984 Aug,Sheep,New South Wales,102600.0
1984 Sep,Sheep,New South Wales,132500.0
1984 Oct,Sheep,New South Wales,241400.0
1984 Nov,Sheep,New South Wales,239900.0
1984 Dec,Sheep,New South Wales,180600.0
1985 Jan,Sheep,New South Wales,219300.0
1985 Feb,Sheep,New South Wales,259800.0
1985 Mar,Sheep,New South Wales,288100.0
1985 Apr,Sheep,New South Wales,231800.0
1985 May,Sheep,New South Wales,280500.0
1985 Jun,Sheep,New South Wales,193600.0
1985 Jul,Sheep,New South Wales,207900.0
1985 Aug,Sheep,New South Wales,179200.0
1985 Sep,Sheep,New South Wales,230200.0
1985 Oct,Sheep,New South Wales,280700.0
1985 Nov,Sheep,New South Wales,268700.0
1985 Dec,Sheep,New South Wales,257200.0
1986 Jan,Sheep,New South Wales,291800.0
1986 Feb,Sheep,New South Wales,318400.0
1986 Mar,Sheep,New South Wales,316400.0
1986 Apr,Sheep,New South Wales,297300.0
1986 May,Sheep,New South Wales,252200.0
1986 Jun,Sheep,New South Wales,228600.0
1986 Jul,Sheep,New South Wales,257800.0
1986 Aug,Sheep,New South Wales,264500.0
1986 Sep,Sheep,New South Wales,334500.0
1986 Oct,Sheep,New South Wales,365100.0
1986 Nov,Sheep,New South Wales,301400.0
1986 Dec,Sheep,New South Wales,377800.0
1987 Jan,Sheep,New South Wales,392300.0
1987 Feb,Sheep,New South Wales,451100.0
1987 Mar,Sheep,New South Wales,474300.0
1987 Apr,Sheep,New South Wales,384600.0
1987 May,Sheep,New South Wales,355700.0
1987 Jun,Sheep,New South Wales,288600.0
1987 Jul,Sheep,New South Wales,330300.0
1987 Aug,Sheep,New South Wales,296100.0
1987 Sep,Sheep,New South Wales,377100.0
1987 Oct,Sheep,New South Wales,417600.0
1987 Nov,Sheep,New South Wales,429900.0
1987 Dec,Sheep,New South Wales,450200.0
1988 Jan,Sheep,New South Wales,474300.0
1988 Feb,Sheep,New South Wales,558500.0
1988 Mar,Sheep,New South Wales,556800.0
1988 Apr,Sheep,New South Wales,249800.0
1988 May,Sheep,New South Wales,236200.0
1988 Jun,Sheep,New South Wales,188000.0
1988 Jul,Sheep,New South Wales,187400.0
1988 Aug,Sheep,New South Wales,306000.0
1988 Sep,Sheep,New South Wales,337500.0
1988 Oct,Sheep,New South Wales,344200.0
1988 Nov,Sheep,New South Wales,393300.0
1988 Dec,Sheep,New South Wales,318900.0
1989 Jan,Sheep,New South Wales,376000.0
1989 Feb,Sheep,New South Wales,450700.0
1989 Mar,Sheep,New South Wales,266200.0
1989 Apr,Sheep,New South Wales,281800.0
1989 May,Sheep,New South Wales,300100.0
1989 Jun,Sheep,New South Wales,232500.0
1989 Jul,Sheep,New South Wales,305900.0
1989 Aug,Sheep,New South Wales,416800.0
1989 Sep,Sheep,New South Wales,395600.0
1989 Oct,Sheep,New South Wales,397100.0
1989 Nov,Sheep,New South Wales,450100.0
1989 Dec,Sheep,New South Wales,388200.0
1990 Jan,Sheep,New South Wales,485700.0
1990 Feb,Sheep,New South Wales,462500.0
1990 Mar,Sheep,New South Wales,574000.0
1990 Apr,Sheep,New South Wales,345500.0
1990 May,Sheep,New South Wales,442000.0
1990 Jun,Sheep,New South Wales,357800.0
1990 Jul,Sheep,New South Wales,359900.0
1990 Aug,Sheep,New South Wales,409200.0
1990 Sep,Sheep,New South Wales,416700.0
1990 Oct,Sheep,New South Wales,481600.0
1990 Nov,Sheep,New South Wales,413100.0
1990 Dec,Sheep,New South Wales,396000.0
1991 Jan,Sheep,New South Wales,542000.0
1991 Feb,Sheep,New South Wales,551200.0
1991 Mar,Sheep,New South Wales,548400.0
1991 Apr,Sheep,New South Wales,479500.0
1991 May,Sheep,New South Wales,492400.0
1991 Jun,Sheep,New South Wales,336500.0
1991 Jul,Sheep,New South Wales,391100.0
1991 Aug,Sheep,New South Wales,419900.0
1991 Sep,Sheep,New South Wales,460000.0
1991 Oct,Sheep,New South Wales,522600.0
1991 Nov,Sheep,New South Wales,586400.0
1991 Dec,Sheep,New South Wales,515200.00000000006
1992 Jan,Sheep,New South Wales,591300.0
1992 Feb,Sheep,New South Wales,591500.0
1992 Mar,Sheep,New South Wales,624900.0
1992 Apr,Sheep,New South Wales,509900.0
1992 May,Sheep,New South Wales,453900.0
1992 Jun,Sheep,New South Wales,423700.0
1992 Jul,Sheep,New South Wales,418200.0
1992 Aug,Sheep,New South Wales,389400.0
1992 Sep,Sheep,New South Wales,457300.0
1992 Oct,Sheep,New South Wales,454800.0
1992 Nov,Sheep,New South Wales,373600.0
1992 Dec,Sheep,New South Wales,474800.0
1993 Jan,Sheep,New South Wales,407500.0
1993 Feb,Sheep,New South Wales,471000.0
1993 Mar,Sheep,New South Wales,535000.0
1993 Apr,Sheep,New South Wales,402100.0
1993 May,Sheep,New South Wales,450000.0
1993 Jun,Sheep,New South Wales,399900.0
1993 Jul,Sheep,New South Wales,448600.0
1993 Aug,Sheep,New South Wales,459800.0
1993 Sep,Sheep,New South Wales,511500.0
1993 Oct,Sheep,New South Wales,512299.99999999994
1993 Nov,Sheep,New South Wales,563100.0
1993 Dec,Sheep,New South Wales,504800.0
1994 Jan,Sheep,New South Wales,512799.99999999994
1994 Feb,Sheep,New South Wales,535800.0
1994 Mar,Sheep,New South Wales,523500.0
1994 Apr,Sheep,New South Wales,471800.0
1994 May,Sheep,New South Wales,543300.0
1994 Jun,Sheep,New South Wales,479600.0
1994 Jul,Sheep,New South Wales,472200.0
1994 Aug,Sheep,New South Wales,525000.0
1994 Sep,Sheep,New South Wales,648800.0
1994 Oct,Sheep,New South Wales,656000.0
1994 Nov,Sheep,New South Wales,704900.0
1994 Dec,Sheep,New South Wales,537600.0
1995 Jan,Sheep,New South Wales,534400.0
1995 Feb,Sheep,New South Wales,488900.0
1995 Mar,Sheep,New South Wales,560600.0
1995 Apr,Sheep,New South Wales,457500.0
1995 May,Sheep,New South Wales,557600.0
1995 Jun,Sheep,New South Wales,434300.0
1995 Jul,Sheep,New South Wales,454600.0
1995 Aug,Sheep,New South Wales,439100.0
1995 Sep,Sheep,New South Wales,436100.0
1995 Oct,Sheep,New South Wales,526400.0
1995 Nov,Sheep,New South Wales,412900.0
1995 Dec,Sheep,New South Wales,399900.0
1996 Jan,Sheep,New South Wales,505200.0
1996 Feb,Sheep,New South Wales,537300.0
1996 Mar,Sheep,New South Wales,557600.0
1996 Apr,Sheep,New South Wales,517700.00000000006
1996 May,Sheep,New South Wales,497300.0
1996 Jun,Sheep,New South Wales,396400.0
1996 Jul,Sheep,New South Wales,406300.0
1996 Aug,Sheep,New South Wales,367000.0
1996 Sep,Sheep,New South Wales,379100.0
1996 Oct,Sheep,New South Wales,467000.0
1996 Nov,Sheep,New South Wales,451400.0
1996 Dec,Sheep,New South Wales,393100.0
1997 Jan,Sheep,New South Wales,468400.0
1997 Feb,Sheep,New South Wales,478900.0
1997 Mar,Sheep,New South Wales,465800.0
1997 Apr,Sheep,New South Wales,514600.0
1997 May,Sheep,New South Wales,463600.0
1997 Jun,Sheep,New South Wales,386000.0
1997 Jul,Sheep,New South Wales,455500.0
1997 Aug,Sheep,New South Wales,425300.0
1997 Sep,Sheep,New South Wales,429500.0
1997 Oct,Sheep,New South Wales,555300.0
1997 Nov,Sheep,New South Wales,534700.0
1997 Dec,Sheep,New South Wales,506600.0
1998 Jan,Sheep,New South Wales,536500.0
1998 Feb,Sheep,New South Wales,596300.0
1998 Mar,Sheep,New South Wales,536500.0
1998 Apr,Sheep,New South Wales,454700.0
1998 May,Sheep,New South Wales,430200.0
1998 Jun,Sheep,New South Wales,441600.0
1998 Jul,Sheep,New South Wales,451500.0
1998 Aug,Sheep,New South Wales,422500.0
1998 Sep,Sheep,New South Wales,443500.0
1998 Oct,Sheep,New South Wales,508400.0
1998 Nov,Sheep,New South Wales,519299.99999999994
1998 Dec,Sheep,New South Wales,479000.0
1999 Jan,Sheep,New South Wales,466100.0
1999 Feb,Sheep,New South Wales,512000.0
1999 Mar,Sheep,New South Wales,467600.0
1999 Apr,Sheep,New South Wales,411500.0
1999 May,Sheep,New South Wales,440900.0
1999 Jun,Sheep,New South Wales,460900.0
1999 Jul,Sheep,New South Wales,452700.0
1999 Aug,Sheep,New South Wales,431600.0
1999 Sep,Sheep,New South Wales,436200.0
1999 Oct,Sheep,New South Wales,451900.0
1999 Nov,Sheep,New South Wales,441200.0
1999 Dec,Sheep,New South Wales,443600.0
2000 Jan,Sheep,New South Wales,438000.0
2000 Feb,Sheep,New South Wales,492900.0
2000 Mar,Sheep,New South Wales,485600.0
2000 Apr,Sheep,New South Wales,420200.0
2000 May,Sheep,New South Wales,445300.0
2000 Jun,Sheep,New South Wales,446300.0
2000 Jul,Sheep,New South Wales,437500.0
2000 Aug,Sheep,New South Wales,468200.0
2000 Sep,Sheep,New South Wales,468900.0
2000 Oct,Sheep,New South Wales,470800.0
2000 Nov,Sheep,New South Wales,495700.0
2000 Dec,Sheep,New South Wales,423100.0
2001 Jan,Sheep,New South Wales,506500.0
2001 Feb,Sheep,New South Wales,543000.0
2001 Mar,Sheep,New South Wales,577000.0
2001 Apr,Sheep,New South Wales,469500.0
2001 May,Sheep,New South Wales,531900.0
2001 Jun,Sheep,New South Wales,465600.0
2001 Jul,Sheep,New South Wales,509000.0
2001 Aug,Sheep,New South Wales,484800.0
2001 Sep,Sheep,New South Wales,449700.0
2001 Oct,Sheep,New South Wales,540800.0
2001 Nov,Sheep,New South Wales,538700.0
2001 Dec,Sheep,New South Wales,416400.0
2002 Jan,Sheep,New South Wales,547000.0
2002 Feb,Sheep,New South Wales,449200.0
2002 Mar,Sheep,New South Wales,453900.0
2002 Apr,Sheep,New South Wales,469400.0
2002 May,Sheep,New South Wales,477200.0
2002 Jun,Sheep,New South Wales,376400.0
2002 Jul,Sheep,New South Wales,534900.0
2002 Aug,Sheep,New South Wales,521200.00000000006
2002 Sep,Sheep,New South Wales,538500.0
2002 Oct,Sheep,New South Wales,594700.0
2002 Nov,Sheep,New South Wales,567700.0
2002 Dec,Sheep,New South Wales,473500.0
2003 Jan,Sheep,New South Wales,485800.0
2003 Feb,Sheep,New South Wales,462400.0
2003 Mar,Sheep,New South Wales,288700.0
2003 Apr,Sheep,New South Wales,289000.0
2003 May,Sheep,New South Wales,286800.0
2003 Jun,Sheep,New South Wales,239200.0
2003 Jul,Sheep,New South Wales,215700.0
2003 Aug,Sheep,New South Wales,185900.0
2003 Sep,Sheep,New South Wales,210000.0
2003 Oct,Sheep,New South Wales,287300.0
2003 Nov,Sheep,New South Wales,267800.0
2003 Dec,Sheep,New South Wales,237800.0
2004 Jan,Sheep,New South Wales,285000.0
2004 Feb,Sheep,New South Wales,316200.0
2004 Mar,Sheep,New South Wales,349400.0
2004 Apr,Sheep,New South Wales,307500.0
2004 May,Sheep,New South Wales,348300.0
2004 Jun,Sheep,New South Wales,299000.0
2004 Jul,Sheep,New South Wales,298900.0
2004 Aug,Sheep,New South Wales,217700.0
2004 Sep,Sheep,New South Wales,198600.0
2004 Oct,Sheep,New South Wales,283200.0
2004 Nov,Sheep,New South Wales,342200.0
2004 Dec,Sheep,New South Wales,308700.0
2005 Jan,Sheep,New South Wales,295100.0
2005 Feb,Sheep,New South Wales,313600.0
2005 Mar,Sheep,New South Wales,324800.0
2005 Apr,Sheep,New South Wales,331800.0
2005 May,Sheep,New South Wales,339400.0
2005 Jun,Sheep,New South Wales,294500.0
2005 Jul,Sheep,New South Wales,183500.0
2005 Aug,Sheep,New South Wales,227800.0
2005 Sep,Sheep,New South Wales,286300.0
2005 Oct,Sheep,New South Wales,290800.0
2005 Nov,Sheep,New South Wales,351400.0
2005 Dec,Sheep,New South Wales,291800.0
2006 Jan,Sheep,New South Wales,364400.0
2006 Feb,Sheep,New South Wales,366200.0
2006 Mar,Sheep,New South Wales,350400.0
2006 Apr,Sheep,New South Wales,326100.0
2006 May,Sheep,New South Wales,375800.0
2006 Jun,Sheep,New South Wales,293100.0
2006 Jul,Sheep,New South Wales,220400.0
2006 Aug,Sheep,New South Wales,247200.0
2006 Sep,Sheep,New South Wales,335800.0
2006 Oct,Sheep,New South Wales,432000.0
2006 Nov,Sheep,New South Wales,427700.0
2006 Dec,Sheep,New South Wales,355800.0
2007 Jan,Sheep,New South Wales,438500.0
2007 Feb,Sheep,New South Wales,359300.0
2007 Mar,Sheep,New South Wales,370900.0
2007 Apr,Sheep,New South Wales,286800.0
2007 May,Sheep,New South Wales,258399.99999999997
2007 Jun,Sheep,New South Wales,155900.0
2007 Jul,Sheep,New South Wales,161300.0
2007 Aug,Sheep,New South Wales,114400.0
2007 Sep,Sheep,New South Wales,202400.0
2007 Oct,Sheep,New South Wales,262100.00000000003
2007 Nov,Sheep,New South Wales,298200.0
2007 Dec,Sheep,New South Wales,266900.0
2008 Jan,Sheep,New South Wales,273200.0
2008 Feb,Sheep,New South Wales,244500.0
2008 Mar,Sheep,New South Wales,221400.0
2008 Apr,Sheep,New South Wales,289200.0
2008 May,Sheep,New South Wales,215600.0
2008 Jun,Sheep,New South Wales,165500.0
2008 Jul,Sheep,New South Wales,173600.0
2008 Aug,Sheep,New South Wales,212300.0
2008 Sep,Sheep,New South Wales,242700.0
2008 Oct,Sheep,New South Wales,267400.0
2008 Nov,Sheep,New South Wales,263400.0
2008 Dec,Sheep,New South Wales,286700.0
2009 Jan,Sheep,New South Wales,253900.0
2009 Feb,Sheep,New South Wales,285000.0
2009 Mar,Sheep,New South Wales,352900.0
2009 Apr,Sheep,New South Wales,226200.0
2009 May,Sheep,New South Wales,222400.0
2009 Jun,Sheep,New South Wales,230700.0
2009 Jul,Sheep,New South Wales,200300.0
2009 Aug,Sheep,New South Wales,188400.0
2009 Sep,Sheep,New South Wales,180500.0
2009 Oct,Sheep,New South Wales,202900.0
2009 Nov,Sheep,New South Wales,195600.0
2009 Dec,Sheep,New South Wales,268100.0
2010 Jan,Sheep,New South Wales,119500.0
2010 Feb,Sheep,New South Wales,147700.0
2010 Mar,Sheep,New South Wales,148000.0
2010 Apr,Sheep,New South Wales,107600.0
2010 May,Sheep,New South Wales,108600.0
2010 Jun,Sheep,New South Wales,106400.0
2010 Jul,Sheep,New South Wales,79200.0
2010 Aug,Sheep,New South Wales,87700.0
2010 Sep,Sheep,New South Wales,64900.00000000001
2010 Oct,Sheep,New South Wales,99800.0
2010 Nov,Sheep,New South Wales,112600.0
2010 Dec,Sheep,New South Wales,81200.0
2011 Jan,Sheep,New South Wales,77900.0
2011 Feb,Sheep,New South Wales,92600.0
2011 Mar,Sheep,New South Wales,78700.0
2011 Apr,Sheep,New South Wales,43700.0
2011 May,Sheep,New South Wales,57000.0
2011 Jun,Sheep,New South Wales,36100.0
2011 Jul,Sheep,New South Wales,42000.0
2011 Aug,Sheep,New South Wales,57300.0
2011 Sep,Sheep,New South Wales,66800.0
2011 Oct,Sheep,New South Wales,84600.0
2011 Nov,Sheep,New South Wales,138600.0
2011 Dec,Sheep,New South Wales,102800.0
2012 Jan,Sheep,New South Wales,107400.0
2012 Feb,Sheep,New South Wales,91100.0
2012 Mar,Sheep,New South Wales,84800.0
2012 Apr,Sheep,New South Wales,74100.0
2012 May,Sheep,New South Wales,89700.0
2012 Jun,Sheep,New South Wales,59700.0
2012 Jul,Sheep,New South Wales,74800.0
2012 Aug,Sheep,New South Wales,97200.0
2012 Sep,Sheep,New South Wales,144900.0
2012 Oct,Sheep,New South Wales,209900.0
2012 Nov,Sheep,New South Wales,189600.0
2012 Dec,Sheep,New South Wales,171200.0
2013 Jan,Sheep,New South Wales,206600.0
2013 Feb,Sheep,New South Wales,218500.0
2013 Mar,Sheep,New South Wales,202500.0
2013 Apr,Sheep,New South Wales,221700.0
2013 May,Sheep,New South Wales,206400.0
2013 Jun,Sheep,New South Wales,147000.0
2013 Jul,Sheep,New South Wales,213200.0
2013 Aug,Sheep,New South Wales,183600.0
2013 Sep,Sheep,New South Wales,168100.0
2013 Oct,Sheep,New South Wales,246000.0
2013 Nov,Sheep,New South Wales,232300.0
2013 Dec,Sheep,New South Wales,235500.0
2014 Jan,Sheep,New South Wales,214400.0
2014 Feb,Sheep,New South Wales,234000.0
2014 Mar,Sheep,New South Wales,217800.0
2014 Apr,Sheep,New South Wales,150100.0
2014 May,Sheep,New South Wales,190700.0
2014 Jun,Sheep,New South Wales,177900.0
2014 Jul,Sheep,New South Wales,191400.0
2014 Aug,Sheep,New South Wales,168500.0
2014 Sep,Sheep,New South Wales,201000.0
2014 Oct,Sheep,New South Wales,191800.0
2014 Nov,Sheep,New South Wales,224300.0
2014 Dec,Sheep,New South Wales,223800.0
2015 Jan,Sheep,New South Wales,152800.0
2015 Feb,Sheep,New South Wales,168700.0
2015 Mar,Sheep,New South Wales,216300.0
2015 Apr,Sheep,New South Wales,153100.0
2015 May,Sheep,New South Wales,103100.0
2015 Jun,Sheep,New South Wales,129000.0
2015 Jul,Sheep,New South Wales,119300.0
2015 Aug,Sheep,New South Wales,110500.0
2015 Sep,Sheep,New South Wales,151800.0
2015 Oct,Sheep,New South Wales,149700.0
2015 Nov,Sheep,New South Wales,161300.0
2015 Dec,Sheep,New South Wales,154100.0
2016 Jan,Sheep,New South Wales,126300.0
2016 Feb,Sheep,New South Wales,141200.0
2016 Mar,Sheep,New South Wales,162600.0
2016 Apr,Sheep,New South Wales,126500.0
2016 May,Sheep,New South Wales,133100.0
2016 Jun,Sheep,New South Wales,88100.0
2016 Jul,Sheep,New South Wales,79400.0
2016 Aug,Sheep,New South Wales,129900.0
2016 Sep,Sheep,New South Wales,121300.0
2016 Oct,Sheep,New South Wales,131400.0
2016 Nov,Sheep,New South Wales,183900.0
2016 Dec,Sheep,New South Wales,140400.0
2017 Jan,Sheep,New South Wales,163200.0
2017 Feb,Sheep,New South Wales,176900.0
2017 Mar,Sheep,New South Wales,189800.0
2017 Apr,Sheep,New South Wales,126500.0
2017 May,Sheep,New South Wales,189300.0
2017 Jun,Sheep,New South Wales,143900.0
2017 Jul,Sheep,New South Wales,154800.0
2017 Aug,Sheep,New South Wales,191000.0
2017 Sep,Sheep,New South Wales,204600.0
2017 Oct,Sheep,New South Wales,216800.0
2017 Nov,Sheep,New South Wales,211300.0
2017 Dec,Sheep,New South Wales,180200.0
2018 Jan,Sheep,New South Wales,219900.0
2018 Feb,Sheep,New South Wales,238500.0
2018 Mar,Sheep,New South Wales,216900.0
2018 Apr,Sheep,New South Wales,194900.0
2018 May,Sheep,New South Wales,247900.0
2018 Jun,Sheep,New South Wales,211700.0
2018 Jul,Sheep,New South Wales,190600.0
2018 Aug,Sheep,New South Wales,245900.0
2018 Sep,Sheep,New South Wales,236800.0
2018 Oct,Sheep,New South Wales,277200.0
2018 Nov,Sheep,New South Wales,263600.0
2018 Dec,Sheep,New South Wales,212300.0
