wages,education,age,sex,language
,15.0,37,Male,Other
14.26,12.0,57,Female,English
,11.0,71,Female,English
,15.0,34,Male,Other
9.37,11.0,62,Male,English
15.77,12.0,27,Male,English
12.0,10.0,47,Female,English
22.08,13.0,53,Male,English
,20.0,50,Male,English
5.0,10.0,16,Female,English
,17.2,24,Female,French
,8.0,31,Female,Other
8.34,,24,Female,
,10.0,59,Female,Other
16.61,16.3,43,Male,English
25.02,10.5,40,Male,Other
20.06,12.0,43,Male,English
,10.0,62,Female,English
15.45,10.5,47,Male,English
8.3,11.0,47,Female,English
,13.5,33,Female,English
18.37,14.2,35,Male,English
6.7,11.0,27,Female,English
13.53,16.0,20,Female,English
6.85,8.0,62,Female,English
10.25,9.0,60,Female,English
,,54,Female,English
,10.0,65,Male,English
10.0,12.0,18,Male,English
,1.0,82,Female,French
,19.0,35,Female,English
12.0,14.0,48,Female,French
9.55,15.0,30,Female,English
6.25,14.0,20,Female,English
6.7,13.0,18,Female,English
24.77,16.0,53,Male,English
28.8,16.5,54,Female,English
14.98,12.0,40,Male,French
17.76,,38,Female,English
14.0,14.0,31,Female,English
11.77,14.5,55,Female,English
,,50,Female,
12.48,12.0,40,Male,English
,10.0,58,Male,English
,13.0,57,Female,English
15.0,17.0,25,Male,English
,,86,Male,English
,11.0,25,Female,French
19.0,18.0,31,Male,English
7.5,15.5,46,Female,English
,17.0,37,Male,English
18.74,5.0,57,Male,Other
27.0,14.0,34,Male,English
,8.0,78,Female,Other
,7.0,59,Male,English
,8.0,90,Male,Other
13.13,11.0,48,Male,English
,12.0,59,Male,English
12.0,12.0,22,Male,English
17.9,9.0,64,Male,English
,17.0,76,Female,English
11.5,5.0,60,Male,Other
,16.0,71,Female,English
13.65,12.0,32,Female,English
14.4,11.0,52,Male,English
,17.0,61,Male,English
,10.0,64,Female,English
8.06,9.5,23,Female,
16.21,,43,Male,English
10.25,12.0,35,Female,English
8.32,12.5,21,Male,English
6.41,15.5,39,Female,French
10.0,12.0,42,Male,English
17.42,12.0,41,Female,English
32.91,18.0,47,Male,English
6.7,13.6,20,Female,
24.4,10.0,48,Male,English
17.76,15.0,42,Male,English
10.44,16.5,21,Female,English
15.42,15.8,32,Female,English
,12.0,73,Male,English
11.82,16.0,34,Female,English
,6.0,82,Male,English
18.43,12.0,32,Male,English
13.0,14.0,23,Male,English
,10.6,18,Male,English
20.5,18.3,34,Female,Other
,12.0,73,Male,English
7.5,,48,Male,English
9.0,1.0,21,Male,English
6.72,12.0,59,Female,English
,10.0,34,Female,English
,17.0,48,Male,English
9.52,16.0,43,Male,English
,11.0,54,Male,English
,10.0,42,Female,French
3.0,12.0,17,Male,English
,10.0,16,Female,English
,16.0,69,Male,English
,11.0,61,Female,English
,12.0,55,Female,Other
15.49,9.0,33,Male,English
7.0,13.5,32,Female,English
13.6,12.5,32,Male,English
8.71,11.0,34,Female,French
,10.0,58,Male,Other
12.48,15.5,26,Female,Other
,13.0,71,Male,English
9.86,9.5,57,Female,English
11.52,12.3,29,Female,Other
,,60,Male,English
11.67,14.5,27,Female,Other
15.97,11.0,24,Female,English
,10.0,71,Male,English
22.02,15.5,42,Female,English
12.46,13.0,37,Female,English
13.95,12.0,49,Female,English
,10.0,68,Male,English
18.92,13.0,36,Male,Other
,15.0,23,Male,English
14.21,18.0,38,Female,English
24.0,16.0,40,Male,English
,12.0,61,Female,English
,11.0,31,Male,English
13.7,18.0,27,Female,English
,17.5,41,Female,Other
35.7,20.0,58,Male,English
7.27,12.5,19,Female,Other
14.59,13.5,51,Female,English
17.0,11.0,54,Male,English
,11.0,49,Female,French
8.31,12.0,32,Female,English
,17.0,56,Female,English
,13.0,67,Male,English
18.41,15.0,33,Male,English
,12.0,26,Female,Other
6.52,17.0,27,Female,English
,10.0,17,Female,French
,16.0,72,Male,English
,12.5,37,Female,English
,9.0,78,Female,English
,13.0,63,Male,English
,10.0,24,Female,English
12.65,10.0,57,Male,Other
,7.0,68,Male,French
,8.0,94,Male,English
,10.0,16,Female,English
11.04,17.0,27,Male,English
9.33,12.2,25,Female,English
,12.0,39,Female,English
18.29,14.1,28,Male,English
6.7,0.0,22,Female,Other
,12.0,74,Male,English
,15.5,68,Male,English
,7.0,68,Male,Other
10.38,12.8,56,Female,English
7.84,14.5,22,Male,Other
6.65,10.0,16,Female,English
,10.8,17,Male,English
47.52,20.0,58,Male,English
,8.0,59,Male,Other
12.54,7.0,31,Male,Other
,13.0,42,Male,English
8.26,12.5,28,Female,English
,8.0,67,Female,English
,15.0,62,Female,English
8.36,10.0,32,Male,English
23.04,16.0,42,Female,English
11.0,16.0,28,Male,French
12.9,14.0,42,Female,English
12.48,15.0,29,Male,English
9.79,15.0,22,Male,English
19.0,14.1,53,Female,English
10.0,12.0,33,Female,French
27.45,17.0,40,Female,French
,10.0,52,Male,English
20.84,17.1,34,Male,English
8.57,13.5,20,Male,English
27.5,8.0,62,Male,English
,12.5,75,Female,English
,13.0,39,Female,English
13.23,8.0,47,Female,English
,8.0,71,Male,French
26.48,13.0,33,Female,English
,8.0,51,Female,English
,0.0,67,Female,English
20.99,15.0,48,Male,English
,10.0,16,Female,English
,12.5,63,Male,English
,12.0,38,Female,English
7.3,8.0,29,Female,English
,9.0,75,Male,French
,16.0,63,Male,Other
14.13,12.0,36,Male,English
,12.0,59,Female,English
9.44,11.2,47,Male,English
9.5,11.5,38,Female,English
,12.0,44,Female,French
10.56,13.5,34,Male,English
22.03,16.0,41,Male,English
13.0,14.0,40,Male,French
,11.0,61,Female,English
,13.0,42,Female,English
,8.0,80,Female,Other
,12.0,66,Female,English
,10.0,61,Female,English
,10.0,75,Female,English
,14.0,40,Male,Other
,18.0,40,Female,Other
17.0,15.6,37,Male,English
,13.0,70,Female,English
,6.0,49,Female,English
,10.8,19,Male,English
15.0,12.0,54,Male,English
,8.0,68,Male,English
,14.3,24,Female,English
,8.5,46,Male,English
,12.0,50,Female,English
,10.5,38,Female,English
18.33,18.0,30,Male,English
4.25,12.0,17,Male,English
18.16,14.5,38,Male,English
,9.8,21,Female,English
7.24,12.5,23,Female,English
12.07,15.3,42,Female,English
,10.0,34,Female,English
26.02,15.0,44,Female,Other
,16.4,26,Male,Other
11.06,11.0,54,Female,English
16.0,12.0,34,Male,English
16.64,14.0,35,Female,English
21.84,12.0,20,Female,English
15.67,7.0,62,Male,English
7.66,17.0,23,Female,English
19.84,13.1,44,Male,English
,16.4,67,Male,English
,12.0,50,Male,English
14.98,12.0,30,Male,English
8.65,11.0,17,Female,English
7.0,12.0,31,Female,English
,13.0,63,Female,Other
,11.1,41,Male,Other
,6.0,60,Male,English
25.6,15.0,46,Male,English
,0.0,54,Male,Other
21.94,15.0,46,Male,Other
18.11,15.0,41,Male,English
6.25,12.0,29,Female,Other
,12.0,63,Female,English
,14.0,77,Male,English
,14.0,46,Male,English
13.31,13.0,36,Female,French
19.2,14.5,44,Female,English
,12.0,67,Female,English
,16.0,58,Female,Other
,17.0,37,Male,English
16.83,20.0,46,Male,English
,11.0,35,Female,English
7.0,11.0,16,Male,English
13.75,16.3,43,Male,Other
21.8,10.0,50,Male,English
40.45,,48,Male,
23.04,18.0,46,Male,English
14.97,15.0,23,Male,English
16.73,16.0,33,Male,English
,13.0,19,Female,English
10.0,10.5,30,Female,English
30.49,15.0,46,Male,Other
,9.0,56,Male,Other
7.0,10.0,17,Female,English
15.65,16.0,41,Female,English
,13.0,68,Female,English
,12.0,46,Male,English
10.14,13.5,33,Male,English
10.51,13.3,42,Female,English
,15.0,33,Male,English
,12.0,74,Male,English
,14.0,27,Female,English
,8.0,73,Female,English
27.39,17.0,48,Male,English
21.12,17.0,44,Male,English
,8.0,54,Male,English
,13.0,61,Male,Other
,3.0,47,Female,Other
,10.0,54,Female,English
,12.0,29,Male,English
22.34,16.0,24,Female,English
10.97,14.0,39,Female,Other
,8.5,32,Female,English
20.16,12.5,27,Female,English
39.84,18.0,58,Female,English
12.67,12.0,45,Female,English
5.0,11.5,58,Female,English
,14.0,52,Female,English
11.0,11.0,45,Female,English
,11.0,39,Male,English
24.0,17.0,49,Male,English
,9.0,24,Male,English
22.4,16.5,31,Male,English
,11.0,59,Male,Other
18.0,14.0,25,Male,English
,4.0,57,Female,Other
14.35,6.0,46,Male,Other
,20.0,53,Female,English
4.65,14.0,21,Male,English
14.0,14.0,28,Male,English
18.27,12.5,40,Male,English
16.8,13.0,49,Male,English
,8.0,61,Female,English
7.25,9.0,34,Female,English
15.84,13.0,55,Female,English
,9.0,16,Male,English
,11.0,17,Male,English
19.91,12.5,48,Female,Other
10.97,13.0,27,Female,English
10.0,8.0,50,Male,English
23.99,,33,Male,English
6.35,14.5,19,Female,English
,9.0,78,Male,English
6.58,12.0,19,Female,English
,8.0,71,Male,Other
22.25,10.5,55,Male,English
,,27,Female,English
,13.0,47,Male,English
21.0,8.0,56,Male,Other
14.4,11.5,54,Female,English
,11.0,51,Female,English
26.4,11.0,40,Male,English
24.0,17.1,36,Male,English
19.2,10.0,49,Male,Other
,8.0,58,Female,Other
,10.0,83,Female,English
12.5,11.0,59,Female,English
31.43,17.5,36,Male,English
,,42,Male,
6.74,13.0,19,Male,English
8.32,14.0,32,Female,English
,11.0,83,Female,French
8.86,12.0,29,Male,English
7.7,14.6,21,Male,English
24.44,13.5,43,Male,English
,5.0,72,Female,Other
19.5,14.0,45,Male,Other
9.61,17.0,31,Male,English
6.53,19.0,67,Male,English
12.03,14.5,33,Female,English
30.27,17.0,41,Male,English
15.0,11.0,52,Male,English
7.49,15.0,21,Female,English
5.56,,31,Male,English
,12.0,42,Male,English
,12.0,25,Male,Other
9.0,12.0,42,Male,English
6.7,12.0,18,Female,English
12.0,8.0,43,Male,English
9.16,6.0,42,Male,Other
,0.0,66,Female,English
7.16,11.0,29,Female,English
,11.0,55,Male,English
17.08,12.0,30,Male,English
,12.0,35,Male,Other
,9.0,72,Male,English
7.4,14.0,22,Male,English
16.79,10.5,33,Female,English
,16.0,65,Male,English
9.02,15.5,21,Female,English
17.18,11.0,34,Male,English
47.26,17.3,42,Male,English
13.97,11.0,47,Male,English
7.42,11.0,19,Female,English
,10.0,40,Male,English
,20.0,51,Female,English
12.5,10.0,49,Female,Other
14.37,14.0,27,Female,English
,15.0,32,Female,English
,15.0,42,Male,English
,12.0,85,Female,Other
10.51,13.0,27,Female,French
,16.5,68,Female,English
,12.0,42,Male,English
,16.0,36,Male,English
,,16,Female,
,9.5,34,Female,English
34.23,18.0,26,Male,
16.25,14.0,57,Female,French
,13.0,58,Female,English
14.63,13.0,59,Female,English
,7.0,70,Female,French
,13.0,39,Female,English
12.51,14.5,35,Female,English
7.13,12.0,46,Female,English
17.88,12.0,37,Female,French
,15.5,38,Female,Other
6.7,13.8,20,Female,English
,14.0,29,Female,English
13.95,10.0,35,Female,English
18.65,13.0,55,Female,English
,16.0,61,Female,English
14.94,11.0,45,Female,English
7.08,12.0,49,Female,English
16.96,12.1,39,Female,English
12.73,9.0,57,Female,Other
,10.0,50,Male,English
8.5,8.0,64,Male,Other
16.51,4.5,52,Male,English
7.0,9.0,39,Female,English
22.45,13.0,28,Male,English
13.0,12.6,35,Female,English
23.04,13.0,31,Male,English
7.0,10.0,16,Male,English
20.0,11.0,56,Male,English
,8.0,72,Male,Other
29.62,17.0,42,Female,English
16.3,16.4,29,Female,English
16.59,16.0,44,Male,English
,12.0,82,Female,English
,12.0,34,Male,French
,17.0,41,Female,Other
10.0,12.0,33,Male,Other
,0.0,80,Male,Other
21.06,13.0,60,Female,English
,12.0,25,Female,French
10.25,12.0,63,Female,Other
9.38,10.5,34,Male,French
,16.0,48,Female,English
26.27,18.0,34,Male,English
12.37,13.3,25,Female,English
22.38,11.5,46,Male,English
7.88,13.0,20,Female,English
,10.5,52,Female,Other
,10.0,65,Female,Other
,10.5,60,Male,Other
15.73,15.6,39,Female,Other
7.08,13.0,19,Male,English
28.32,17.0,46,Female,English
,3.0,40,Male,English
30.72,20.0,36,Male,Other
22.17,16.8,24,Female,Other
6.9,14.0,20,Male,English
,12.0,46,Female,English
12.75,10.5,41,Female,English
,10.0,48,Female,English
,16.9,24,Female,English
12.21,11.0,30,Male,English
7.65,12.0,53,Female,English
8.32,18.0,25,Female,English
,12.5,35,Female,English
7.12,16.5,23,Male,English
12.5,15.0,45,Female,Other
18.92,19.0,52,Male,English
,12.0,30,Female,English
,8.0,71,Male,
,14.5,21,Male,English
,12.0,29,Male,English
,0.0,82,Female,Other
10.0,18.3,23,Male,English
7.0,13.0,18,Male,English
11.5,11.3,21,Male,French
17.92,13.1,39,Female,English
,4.6,20,Male,English
,17.0,81,Female,English
,17.0,73,Female,English
,15.0,45,Female,English
,16.0,67,Female,English
15.36,12.0,37,Female,French
6.7,13.1,42,Female,English
14.21,12.0,32,Male,English
,13.5,37,Female,French
,7.0,77,Female,English
14.61,10.0,51,Male,French
15.0,3.0,59,Male,Other
8.57,13.8,31,Female,French
13.75,11.0,30,Male,English
13.92,12.0,59,Female,English
6.7,13.9,59,Male,English
20.91,12.5,41,Female,English
32.16,12.0,43,Male,English
11.0,14.0,30,Female,Other
13.71,13.3,45,Female,English
17.89,14.0,25,Female,English
10.97,16.0,26,Male,English
16.47,12.0,34,Female,English
15.1,14.1,27,Female,English
3.18,20.0,35,Male,French
,12.5,24,Male,English
8.21,14.0,32,Female,English
14.4,16.0,41,Female,English
9.91,15.0,39,Female,French
,0.0,80,Female,Other
,16.0,62,Female,English
,8.6,22,Female,English
,,16,Male,
,10.0,70,Male,English
,13.0,19,Female,English
,9.5,41,Female,English
10.81,12.0,62,Female,English
,16.0,40,Male,English
,8.0,66,Female,English
13.0,12.0,39,Female,English
,19.0,52,Male,English
,12.0,34,Female,French
8.7,12.0,26,Female,English
,19.0,51,Male,English
29.01,14.0,41,Male,English
,5.0,67,Female,Other
16.96,12.0,26,Female,French
7.15,11.9,18,Female,English
15.76,16.0,63,Female,English
10.26,9.0,32,Female,English
7.0,12.0,18,Female,English
25.74,13.0,34,Male,Other
,13.0,76,Male,English
26.72,18.0,46,Female,English
8.64,16.0,39,Female,English
,8.0,74,Female,Other
,14.0,48,Female,Other
10.59,8.0,22,Male,English
,8.0,54,Female,Other
24.67,,44,Female,English
8.32,11.0,30,Female,English
11.52,13.0,67,Male,English
45.12,8.0,53,Male,English
9.7,15.0,29,Male,English
,20.0,71,Female,English
25.48,13.0,56,Female,English
,12.0,82,Male,English
,17.0,35,Female,English
33.6,16.0,40,Male,English
,13.0,41,Female,English
,6.0,68,Female,Other
18.92,,54,Male,
17.28,15.0,30,Female,English
23.04,20.0,44,Female,English
6.7,12.0,43,Female,English
,4.0,55,Male,French
6.35,12.8,22,Male,English
31.2,18.0,48,Male,English
,8.0,79,Female,English
30.7,14.0,44,Male,Other
12.57,20.0,47,Female,English
11.65,8.0,63,Male,English
8.23,15.0,21,Female,English
,8.0,75,Female,English
,10.0,53,Male,English
,9.0,49,Male,English
,10.0,67,Male,Other
18.21,19.0,30,Female,French
,9.0,32,Female,English
17.9,9.0,38,Male,English
23.48,16.0,44,Female,English
,12.0,76,Female,English
,14.0,70,Male,English
8.65,13.0,19,Male,English
6.25,11.0,17,Female,English
32.34,16.0,51,Female,English
22.57,15.0,57,Male,French
19.0,14.5,39,Male,English
,11.5,60,Male,English
,14.0,41,Male,English
,13.0,63,Female,English
25.89,,35,Female,
,9.0,78,Female,Other
18.0,15.0,24,Female,French
,15.0,64,Female,English
6.35,12.0,17,Male,English
13.44,12.0,51,Female,English
15.89,14.0,42,Male,English
15.8,6.0,30,Male,French
4.8,,33,Male,French
17.76,18.1,28,Female,Other
11.0,15.0,31,Male,English
15.41,,27,Female,English
,8.0,80,Female,English
,14.3,32,Female,English
16.4,13.5,59,Female,English
,4.0,85,Female,Other
23.04,12.5,24,Female,English
,10.8,18,Male,English
,15.0,37,Male,English
,10.0,35,Male,English
6.71,12.0,29,Female,English
,11.0,82,Male,English
18.25,15.5,37,Male,English
,14.0,33,Male,English
14.96,12.0,46,Male,Other
10.5,9.0,62,Male,English
,10.0,82,Female,English
,11.0,80,Female,English
,14.0,60,Female,Other
,12.0,54,Female,English
,,82,Female,English
13.48,17.5,38,Female,English
,10.0,64,Male,English
28.32,14.1,44,Male,Other
,13.0,23,Male,English
8.04,16.0,22,Female,English
6.87,13.0,19,Female,English
,16.0,69,Female,English
,10.0,57,Female,English
6.76,12.1,20,Male,English
38.4,17.0,49,Male,English
22.0,11.0,27,Male,French
18.42,19.0,27,Female,English
,12.0,50,Female,English
6.8,12.0,38,Female,Other
23.0,12.0,36,Male,French
8.0,10.5,47,Female,French
,11.0,69,Female,English
,8.5,70,Female,English
19.0,13.0,28,Male,French
,14.0,74,Female,Other
,,50,Female,Other
13.57,11.0,43,Male,English
,12.0,85,Female,French
18.41,13.3,47,Female,English
15.0,14.0,28,Female,English
,12.0,19,Female,Other
24.0,10.0,46,Male,English
,12.0,26,Female,English
12.5,11.5,42,Male,English
19.0,14.2,53,Male,English
,16.0,38,Male,English
,12.0,40,Male,English
,11.0,49,Female,English
10.5,12.5,19,Female,English
21.6,15.0,36,Male,English
,12.0,69,Male,English
11.04,13.0,44,Female,Other
10.4,12.0,31,Male,English
17.77,15.0,31,Female,English
,11.8,21,Male,English
28.0,14.0,44,Male,English
6.85,10.0,16,Female,English
6.65,14.0,20,Female,English
,11.0,21,Male,English
25.95,16.0,51,Female,English
,11.0,27,Male,English
,10.0,16,Male,English
,8.0,74,Male,French
,5.0,70,Male,English
21.12,14.0,46,Male,English
14.72,12.5,25,Male,English
,14.0,21,Female,English
,15.0,67,Female,English
,15.0,72,Female,English
7.62,12.5,38,Male,English
14.34,14.0,32,Female,French
,8.0,27,Male,Other
12.5,8.0,31,Female,English
10.0,14.0,19,Male,French
8.5,6.4,65,Female,Other
,13.0,62,Male,Other
24.84,9.0,32,Male,English
26.33,16.0,31,Female,English
15.36,12.0,30,Male,English
,15.0,34,Male,English
16.32,13.0,54,Female,English
23.81,,45,Female,English
11.5,16.7,29,Male,English
14.8,11.5,33,Female,English
,,65,Male,Other
,12.0,43,Female,English
26.88,10.0,36,Male,English
13.25,11.0,46,Male,English
16.4,15.0,30,Male,English
,11.0,51,Male,English
6.75,12.2,21,Male,English
,8.5,51,Female,English
19.64,17.3,43,Male,English
7.75,17.3,35,Female,English
6.34,3.0,16,Female,English
15.77,12.5,32,Male,English
,9.0,55,Male,Other
,3.0,80,Male,French
15.71,15.0,49,Female,English
,7.0,74,Female,English
,17.0,24,Female,English
,12.0,38,Male,English
,8.0,82,Female,English
19.0,10.0,48,Male,English
,10.0,59,Male,English
,16.0,30,Female,English
11.07,15.3,24,Female,English
18.33,13.0,32,Male,English
,8.0,77,Male,Other
6.25,17.0,45,Female,English
6.5,9.0,16,Male,English
14.4,10.0,59,Male,English
,10.0,73,Female,English
19.5,16.0,45,Female,English
,12.0,42,Female,English
,19.0,46,Female,English
45.22,12.5,67,Female,English
17.84,14.2,33,Male,English
17.76,12.0,44,Male,English
15.0,17.0,26,Male,English
7.1,12.0,40,Female,English
,11.0,42,Male,English
,14.0,72,Female,English
,11.0,70,Female,English
21.0,14.0,54,Male,Other
25.6,17.0,34,Female,English
8.0,10.0,32,Male,English
9.0,8.0,66,Male,Other
,7.0,32,Female,English
,9.0,64,Male,English
,6.0,73,Male,Other
20.0,13.0,48,Male,English
39.21,12.0,37,Male,English
8.0,14.0,40,Female,English
22.02,14.0,31,Male,English
,13.0,47,Male,English
,14.5,23,Female,English
,14.0,66,Female,English
16.25,14.0,34,Male,English
,13.5,45,Male,Other
6.74,12.1,18,Female,English
13.9,17.0,28,Male,English
19.65,12.5,33,Female,English
12.8,14.0,58,Female,English
26.24,12.0,34,Male,English
28.79,14.0,35,Female,English
15.53,12.5,38,Female,English
,6.0,62,Female,English
13.64,12.1,41,Male,Other
6.5,12.0,17,Male,English
,6.0,58,Male,English
26.0,11.0,61,Male,Other
13.18,18.5,27,Male,English
,16.0,55,Female,English
16.0,14.0,51,Female,English
33.36,13.0,45,Male,English
10.93,13.0,35,Female,English
26.37,9.0,58,Male,English
,12.0,32,Male,English
11.43,10.0,26,Female,English
,17.0,31,Female,English
18.92,10.0,57,Male,English
,12.0,64,Female,English
,0.0,78,Female,English
7.66,15.3,24,Female,English
,12.5,32,Female,English
17.0,,26,Female,English
,,16,Male,
,9.0,66,Female,English
23.05,10.0,51,Male,French
7.5,12.1,32,Female,English
,8.0,57,Female,English
13.0,15.0,26,Female,English
,13.2,63,Female,English
27.0,20.0,40,Female,Other
29.87,20.0,60,Male,Other
10.71,15.0,35,Female,English
6.7,16.0,59,Female,French
,8.0,68,Female,English
6.85,15.5,20,Female,English
,12.0,56,Female,English
25.79,11.0,31,Male,English
5.87,11.0,34,Male,Other
6.9,15.5,21,Male,English
,8.0,90,Male,Other
5.0,10.0,16,Male,English
,12.0,60,Female,English
7.23,11.0,35,Female,English
,8.0,73,Male,English
21.95,18.0,26,Male,English
16.57,12.5,36,Male,English
13.0,20.0,26,Female,English
,10.5,62,Male,English
16.15,17.3,34,Female,English
6.7,10.0,22,Female,English
,9.0,66,Male,English
,7.0,56,Female,Other
,17.5,67,Male,English
,14.0,30,Male,English
,12.0,66,Male,English
,11.5,45,Female,English
,8.0,59,Male,English
16.0,9.0,38,Male,English
15.0,13.0,54,Male,Other
14.03,14.8,32,Female,French
6.75,12.0,18,Female,English
24.96,,33,Male,English
,10.0,54,Male,Other
,12.0,43,Male,French
,10.5,54,Male,English
26.76,13.0,38,Male,French
8.9,12.0,20,Female,English
,17.0,39,Male,Other
26.88,12.5,34,Male,English
5.7,15.6,20,Female,English
,10.0,66,Male,English
,10.0,84,Female,English
,12.0,51,Male,English
46.42,18.0,59,Male,Other
7.58,12.0,47,Female,English
,12.0,86,Female,English
13.99,12.5,37,Female,English
6.35,,16,Male,
14.85,12.5,48,Female,English
,8.0,70,Female,French
,7.0,80,Male,Other
,12.0,17,Female,English
,5.0,85,Female,Other
,10.0,73,Male,English
7.0,14.3,23,Male,English
3.84,13.0,37,Female,English
,12.0,54,Female,English
17.16,13.6,42,Female,English
,14.0,63,Male,English
,12.0,40,Female,English
20.5,17.0,56,Female,English
6.75,12.0,17,Male,English
,10.0,72,Male,Other
9.2,13.8,26,Female,English
17.25,7.0,44,Male,English
,10.0,63,Male,English
,11.0,46,Female,English
6.96,12.5,21,Female,English
,10.0,71,Male,English
,12.0,30,Male,English
23.32,17.4,39,Male,English
11.52,4.8,23,Female,English
24.69,12.0,35,Female,English
,,35,Male,
,14.0,72,Male,Other
6.7,13.0,19,Male,English
18.5,15.0,24,Female,English
9.61,15.5,22,Male,English
,11.0,16,Male,English
16.32,9.0,56,Male,Other
13.92,12.0,54,Female,English
7.0,20.0,41,Male,Other
,11.0,62,Female,Other
6.8,13.8,21,Female,English
16.69,12.0,32,Male,English
14.0,,22,Female,English
,12.9,48,Male,English
9.25,10.0,47,Female,Other
39.84,19.0,55,Male,Other
42.45,13.6,20,Female,English
29.76,12.0,37,Male,English
16.9,14.0,42,Female,English
,18.0,52,Female,English
,12.0,75,Female,English
8.0,13.0,39,Female,English
,18.0,72,Male,English
,20.0,72,Female,English
8.32,19.0,50,Female,English
13.42,15.0,37,Male,English
12.0,,32,Male,English
,12.0,19,Male,Other
9.22,12.0,20,Female,English
,11.5,40,Male,English
12.8,12.0,34,Female,English
,13.0,55,Female,Other
7.75,12.0,37,Female,French
25.92,13.0,33,Male,English
20.76,16.5,37,Male,English
12.09,19.1,30,Female,English
,10.0,33,Male,English
10.6,12.0,69,Male,English
18.24,10.0,34,Female,English
,14.0,52,Female,English
,8.0,69,Male,English
,13.5,20,Male,Other
,10.0,67,Female,English
11.26,12.5,40,Female,English
11.89,17.2,27,Female,Other
7.5,12.0,20,Male,English
,10.5,66,Female,French
7.24,11.0,21,Female,English
9.83,17.8,24,Female,English
12.69,10.0,34,Female,Other
,8.0,64,Female,French
,8.0,64,Female,Other
,15.1,28,Female,English
,11.0,51,Male,English
11.64,20.0,54,Male,English
,8.0,71,Male,English
,13.5,31,Male,English
,14.0,37,Female,English
,10.0,17,Female,French
16.28,14.5,29,Female,English
,12.0,51,Male,English
,12.0,40,Male,English
,8.0,71,Female,English
7.0,11.0,17,Male,English
,10.0,16,Male,English
,6.0,72,Male,Other
8.5,10.0,41,Female,English
,4.0,82,Female,English
,10.0,16,Female,French
,14.0,20,Male,Other
12.45,14.0,34,Female,English
,12.0,77,Female,French
16.54,19.0,25,Male,English
13.73,12.5,23,Male,English
,11.5,53,Male,Other
,18.5,60,Male,
7.54,12.0,59,Female,English
11.0,13.0,37,Female,English
15.16,15.0,32,Female,English
13.13,13.0,32,Female,English
,12.5,28,Female,English
20.3,18.0,26,Male,Other
,14.0,65,Female,English
,11.0,83,Female,Other
10.7,11.0,45,Female,English
,13.5,32,Female,English
19.47,11.0,49,Male,English
,8.0,62,Female,English
35.66,19.0,44,Male,English
14.13,8.0,54,Male,English
16.3,,43,Female,English
19.05,12.6,48,Female,English
23.97,13.0,57,Male,English
,10.5,26,Male,French
,16.0,74,Male,English
26.78,15.0,42,Male,English
24.0,14.0,33,Male,English
7.5,13.5,59,Female,Other
14.28,13.0,46,Female,English
,8.0,58,Male,English
16.5,13.0,51,Male,French
10.0,13.0,40,Male,English
,14.0,21,Male,Other
,17.3,44,Female,English
7.0,12.0,18,Female,English
,11.0,52,Male,English
22.07,19.5,31,Female,English
28.0,10.5,48,Male,English
,13.0,72,Female,English
,11.5,38,Male,English
6.5,12.5,22,Female,English
27.5,12.0,36,Female,Other
18.76,18.0,31,Female,English
,12.0,30,Male,English
,10.0,41,Male,French
7.83,13.5,20,Male,English
,13.0,81,Female,English
10.03,12.5,41,Female,Other
,13.0,28,Male,Other
23.97,14.0,45,Female,English
,14.6,44,Male,French
,7.0,62,Male,English
22.08,20.0,38,Male,English
24.0,17.4,32,Female,English
14.21,14.0,40,Female,English
7.45,12.0,21,Male,English
14.4,,47,Male,Other
34.91,17.0,36,Male,English
,12.0,66,Male,Other
48.0,18.0,30,Male,English
,13.0,78,Female,English
,13.1,40,Female,English
,13.0,19,Male,English
,10.5,80,Female,English
,12.0,36,Female,Other
,9.0,77,Male,English
,12.0,26,Male,English
,13.0,25,Female,English
6.7,16.0,21,Female,English
,,33,Male,French
,8.5,89,Female,English
,12.0,20,Male,English
,16.0,58,Male,English
23.84,13.0,53,Male,English
,13.0,77,Male,English
19.2,12.5,34,Male,English
,10.0,59,Female,English
14.4,8.0,39,Male,Other
6.97,12.3,30,Male,English
7.75,9.0,51,Female,English
,13.0,44,Female,English
35.12,12.0,51,Male,English
6.78,12.0,18,Female,English
,20.0,53,Male,English
20.19,16.5,25,Female,English
19.2,,62,Male,English
20.3,17.0,34,Female,English
,12.0,45,Female,English
6.72,10.4,22,Male,
,11.0,40,Female,English
11.17,,24,Female,English
,9.0,16,Male,English
13.57,,17,Male,
,9.0,67,Female,English
,8.0,19,Female,English
6.7,13.5,23,Female,English
,10.0,40,Female,English
,13.0,86,Female,English
23.45,17.3,27,Male,French
34.56,18.0,44,Male,English
23.56,13.0,35,Female,English
,8.0,69,Female,English
,20.0,39,Male,English
18.46,16.0,63,Male,English
,10.0,23,Female,English
14.03,14.0,53,Male,English
,9.0,31,Female,English
,8.0,81,Female,English
27.97,17.0,51,Female,Other
23.2,20.0,35,Female,English
16.8,16.0,36,Female,English
6.7,12.0,18,Female,English
6.25,12.0,18,Female,English
24.0,,51,Male,English
,8.0,68,Male,Other
6.75,15.0,21,Female,Other
,12.0,32,Male,
6.75,12.0,18,Male,English
,12.0,76,Male,Other
,8.0,65,Female,English
,10.0,16,Male,English
8.33,11.0,16,Female,English
14.33,,32,Female,English
,20.0,28,Male,English
18.32,17.4,44,Female,English
