nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{217}_{90}Th127,90,127,Th,,,,,false,0.000252,4e-6,,A,1.0,,,,,,,,,,,,217013103.443,11.394,12205.78,10.614
^{218}_{90}Th128,90,128,Th,,,,,false,1.22e-7,5e-9,,A,1.0,,,,,,,,,,,,218013276.248,11.289,12366.747,10.516
^{219}_{90}Th129,90,129,Th,,,,,false,1.025e-6,3e-8,,A,1.0,,,,,,,,,,,,219015526.432,60.611,14462.78,56.46
^{220}_{90}Th130,90,130,Th,,,,,false,9.7e-6,6e-7,,A,1.0,,EC,1.9999999999999997e-9,,,,,,,,,220015769.866,14.693,14689.538,13.687
^{221}_{90}Th131,90,131,Th,,,,,false,0.00174,0.00003,,A,1.0,,,,,,,,,,,,221018185.757,8.582,16939.926,7.994
^{222}_{90}Th132,90,132,Th,,,,,false,0.00224,0.00003,,A,1.0,,,,,,,,,,,,222018468.22,10.966,17203.039,10.216
^{223}_{90}Th133,90,133,Th,,,,,false,0.6,0.02,,A,1.0,,,,,,,,,,,,223020811.083,8.527,19385.402,7.943
^{224}_{90}Th134,90,134,Th,,,,,false,1.04,0.02,,A,1.0,,,,,,,,,,,,224021466.137,10.31,19995.581,9.604
^{225}_{90}Th135,90,135,Th,,,,,false,525.0,2.4,,A,0.9,,EC,0.1,,,,,,,,,225023950.975,5.467,22310.193,5.093
^{226}_{90}Th136,90,136,Th,,,,,false,1834.2,6.0,,A,1.0,,,,,,,,,,,,226024903.699,4.81,23197.649,4.481
^{227}_{90}Th137,90,137,Th,5.7404,0.0165,,,false,1615420.8,604.8,,A,1.0,,,,,,,,,,,,227027702.546,2.241,25804.759,2.088
^{228}_{90}Th138,90,138,Th,5.7488,0.0152,,,false,60324219.6930301,50491.0815593472,,A,1.0,,,,,,,,,,,,228028739.741,1.938,26770.899,1.806
^{229}_{90}Th139,90,139,Th,5.7557,0.0143,,,false,248668576679.785,3786831116.95104,,A,1.0,,,,,,,,0.46,0.04,3.11,0.06,229031761.357,2.581,29585.517,2.404
^{230}_{90}Th140,90,140,Th,5.767,0.0131,0.0002,0.0002,false,2379392218484.24,9467077792.3776,,A,1.0,,24NE,5.8e-13,1.3e-13,SF,4e-14,,,,,,230033132.267,1.297,30862.512,1.209
^{231}_{90}Th141,90,141,Th,,,,,false,92052.0,288.0,,B-,1.0,,,,,,,,,,,,231036302.764,1.306,33815.811,1.217
^{232}_{90}Th142,90,142,Th,5.7848,0.0124,0.9998,0.0002,false,4.41796963644288e17,3155692597459200.0,,A,1.0,,SF,1.0999999999999999e-11,4e-12,,,,,,,,232038053.606,1.525,35446.71,1.421
^{233}_{90}Th143,90,143,Th,,,,,false,1309.8,2.4,,B-,1.0,,,,,,,,,,,,233041580.126,1.528,38731.642,1.424
^{234}_{90}Th144,90,144,Th,,,,,false,2082240.0,2592.0,,B-,1.0,,,,,,,,,,,,234043599.801,2.779,40612.958,2.589
^{235}_{90}Th145,90,145,Th,,,,,false,432.0,6.0,,B-,1.0,,,,,,,,,,,,235047255.0,14.0,44017.754,13.041
^{236}_{90}Th146,90,146,Th,,,,,false,2250.0,12.0,,B-,1.0,,,,,,,,,,,,236049657.0,15.0,46255.203,13.972
^{237}_{90}Th147,90,147,Th,,,,,false,288.0,30.0,,B-,1.0,,,,,,,,,,,,237053629.0,17.0,49955.097,15.835
^{238}_{90}Th148,90,148,Th,,,,,false,564.0,120.0,,B-,1.0,,,,,,,,,,,,238056388.0,304.0,52525.0,283.0
^{211}_{91}Pa120,91,120,Pa,,,,,false,3e-7,,,A,,,EC+B+,,,P,,,,,,,211023674.036,74.581,22052.226,69.472
^{212}_{91}Pa121,91,121,Pa,,,,,false,0.0051,0.0034,,A,1.0,,,,,,,,,,,,212023184.819,94.047,21596.523,87.604
^{213}_{91}Pa122,91,122,Pa,,,,,false,0.0053,0.0028,,A,1.0,,,,,,,,,,,,213021099.644,61.374,19654.194,57.17
^{214}_{91}Pa123,91,123,Pa,,,,,false,0.017,0.003,,A,1.0,,,,,,,,,,,,214020891.055,87.18,19459.895,81.208
^{215}_{91}Pa124,91,124,Pa,,,,,false,0.014,0.002,,A,1.0,,,,,,,,,,,,215019113.955,88.513,17804.537,82.45
^{216}_{91}Pa125,91,125,Pa,,,,,false,0.15,0.05,,A,0.98,,EC,0.02,,,,,,,,,216019134.633,26.459,17823.799,24.647
^{217}_{91}Pa126,91,126,Pa,,,,,false,0.0038,0.0002,,A,1.0,,,,,,,,,,,,217018309.024,13.417,17054.748,12.498
^{218}_{91}Pa127,91,127,Pa,,,,,false,0.000109,5e-6,,A,1.0,,,,,,,,,,,,218020021.133,19.158,18649.568,17.846
^{219}_{91}Pa128,91,128,Pa,,,,,false,5.4e-8,1e-8,,A,1.0,,,,,,,,,,,,219019949.909,74.831,18583.223,69.705
^{220}_{91}Pa129,91,129,Pa,,,,,false,7.8e-7,1.6e-7,,A,1.0,,EC+B+,3e-9,,,,,,,,,220021769.753,15.732,20278.397,14.655
^{221}_{91}Pa130,91,130,Pa,,,,,false,5.9e-6,1.7e-6,,A,1.0,,,,,,,,,,,,221021873.393,63.746,20374.937,59.38
^{222}_{91}Pa131,91,131,Pa,,,,,false,0.0029,0.0005,,A,1.0,,,,,,,,,,,,222023687.064,92.975,22064.361,86.606
^{223}_{91}Pa132,91,132,Pa,,,,,false,0.0051,0.0006,,A,1.0,,,,,,,,,,,,223023980.414,81.193,22337.614,75.632
^{224}_{91}Pa133,91,133,Pa,,,,,false,0.846,0.02,,A,1.0,,,,,,,,,,,,224025617.286,8.145,23862.351,7.587
^{225}_{91}Pa134,91,134,Pa,,,,,false,1.7,0.2,,A,1.0,,,,,,,,,,,,225026147.927,87.887,24356.64,81.867
^{226}_{91}Pa135,91,135,Pa,,,,,false,108.0,12.0,,A,0.74,0.05,EC+B+,0.26,0.05,,,,,,,,226027948.217,12.037,26033.6,11.213
^{227}_{91}Pa136,91,136,Pa,,,,,false,2298.0,18.0,,A,0.85,0.02,EC,0.15,0.02,,,,,,,,227028803.586,7.797,26830.371,7.263
^{228}_{91}Pa137,91,137,Pa,,,,,false,79200.0,3600.0,,EC+B+,0.9815,0.0017000000000000001,A,0.018500000000000003,0.0017000000000000001,,,,3.5,0.5,,,228031050.758,4.659,28923.599,4.34
^{229}_{91}Pa138,91,138,Pa,,,,,false,129600.0,4320.0,,EC,0.9952,0.0005,A,0.0048,0.0005,,,,,,,,229032095.585,3.521,29896.848,3.28
^{230}_{91}Pa139,91,139,Pa,,,,,false,1503360.0,43200.0,,EC+B+,0.922,0.006999999999999999,B-,0.078,0.006999999999999999,A,0.000032,1e-6,2.0,0.2,,,230034539.717,3.261,32173.543,3.038
^{231}_{91}Pa140,91,140,Pa,,,1.0,,false,1027809078992.46,4102400376.69696,,A,1.0,,SF,3e-12,,,,,1.99,0.02,,,231035882.5,1.901,33424.338,1.771
^{232}_{91}Pa141,91,141,Pa,,,,,false,114048.0,1728.0,,B-,1.0,,EC,,,,,,,,,,232038590.205,8.206,35946.549,7.645
^{233}_{91}Pa142,91,142,Pa,,,,,false,2330640.0,1123.2,,B-,1.0,,,,,,,,4.0,0.7,-3.0,0.4,233040246.535,1.433,37489.41,1.336
^{234}_{91}Pa143,91,143,Pa,,,,,false,24120.0,180.0,,B-,1.0,,,,,,,,,,,,234043305.555,4.395,40338.87,4.094
^{235}_{91}Pa144,91,144,Pa,,,,,false,1464.0,12.0,,B-,1.0,,,,,,,,,,,,235045399.0,15.0,42288.901,13.972
^{236}_{91}Pa145,91,145,Pa,,,,,false,546.0,6.0,,B-,1.0,,,,,,,,,,,,236048668.0,15.0,45333.955,13.972
^{237}_{91}Pa146,91,146,Pa,,,,,false,522.0,12.0,,B-,1.0,,,,,,,,,,,,237051023.0,14.0,47527.624,13.041
^{238}_{91}Pa147,91,147,Pa,,,,,false,136.8,6.0,,B-,1.0,,,,,,,,,,,,238054637.0,17.0,50894.043,15.835
^{239}_{91}Pa148,91,148,Pa,,,,,false,6480.0,1800.0,,B-,1.0,,,,,,,,,,,,239057260.0,210.0,53337.0,196.0
^{214}_{92}U122,92,122,U,,,,,false,0.00052,0.00058,,A,1.0,,,,,,,,,,,,,,,
^{215}_{92}U123,92,123,U,,,,,false,0.0007,0.0008,,A,0.0,,EC+B+,,,,,,,,,,215026719.774,111.794,24889.312,104.136
^{216}_{92}U124,92,124,U,,,,,false,0.0045,0.00315,,A,1.0,,,,,,,,,,,,216024762.829,30.158,23066.429,28.093
^{217}_{92}U125,92,125,U,,,,,false,0.016,0.0135,,A,1.0,,EC+B+,,,,,,,,,,217024660.0,86.0,22971.0,81.0
^{218}_{92}U126,92,126,U,,,,,false,0.00065,0.000075,,A,1.0,,,,,,,,,,,,218023504.877,14.722,21894.655,13.714
^{219}_{92}U127,92,127,U,,,,,false,0.00006,7e-6,,A,1.0,,,,,,,,,,,,219025009.233,14.319,23295.953,13.338
^{221}_{92}U129,92,129,U,,,,,false,6.6e-7,1.4e-7,,A,1.0,,,,,,,,,,,,221026323.297,77.44,24519.996,72.135
^{222}_{92}U130,92,130,U,,,,,false,4.7e-6,7e-7,,A,1.0,,,,,,,,,,,,222026057.957,55.817,24272.834,51.994
^{223}_{92}U131,92,131,U,,,,,false,0.000018,7.5e-6,,A,1.0,,EC+B+,0.002,,,,,,,,,223027960.754,63.396,26045.278,59.054
^{224}_{92}U132,92,132,U,,,,,false,0.000396,0.000017,,A,1.0,,,,,,,,,,,,224027635.913,16.383,25742.69,15.261
^{225}_{92}U133,92,133,U,,,,,false,0.069,0.015,,A,1.0,,,,,,,,,,,,225029385.05,10.664,27372.001,9.934
^{226}_{92}U134,92,134,U,,,,,false,0.268,0.009,,A,1.0,,,,,,,,,,,,226029338.669,11.884,27328.797,11.071
^{227}_{92}U135,92,135,U,,,,,false,66.0,6.0,,A,1.0,,,,,,,,,,,,227031181.124,9.136,29045.034,8.51
^{228}_{92}U136,92,136,U,,,,,false,546.0,12.0,,A,0.95,,EC,0.05,,,,,,,,,228031368.959,14.465,29220.001,13.474
^{229}_{92}U137,92,137,U,,,,,false,3480.0,180.0,,EC,0.8,,A,0.2,,,,,,,,,229033505.976,6.374,31210.62,5.938
^{230}_{92}U138,92,138,U,,,,,false,1747872.0,1728.0,,A,1.0,,{+22}Ne,4.8e-14,2e-14,,,,,,,,230033940.114,4.841,31615.017,4.509
^{231}_{92}U139,92,139,U,,,,,false,362880.0,8640.0,,EC,1.0,,A,0.00004,0.00001,,,,,,,,231036292.18,2.866,33805.952,2.67
^{232}_{92}U140,92,140,U,,,,,false,2174272199.64939,12622770.3898368,,A,1.0,,{+24}Ne,8.9e-12,7e-13,SF,2.7e-14,6e-15,,,,,232037154.765,1.941,34609.445,1.808
^{233}_{92}U141,92,141,U,5.8203,0.0049,,,false,5023547045895.3,4733538896.1888,,A,1.0,,24NE,7.2e-13,9e-14,SF,6e-13,,-0.59,0.05,3.663,0.008,233039634.294,2.42,36919.111,2.254
^{234}_{92}U142,92,142,U,5.8291,0.0052,0.000054000000000000005,5e-6,false,7747225326762.34,18934155584.7552,,A,1.0,,SF,1.64e-11,2.2e-12,Mg,1.4e-13,3e-14,,,,,234040950.296,1.212,38144.959,1.129
^{235}_{92}U143,92,143,U,5.8337,0.0041,0.007204,5.999999999999999e-6,false,2.22160758861128e16,31556925974592.0,,A,1.0,,SF,7e-11,2.0000000000000002e-11,{+25}Ne,8e-12,,-0.38,0.03,4.936,0.006,235043928.117,1.198,40918.782,1.116
^{236}_{92}U144,92,144,U,5.8431,0.0038,,,false,739063206324944.6,1262277038983.68,,A,1.0,,SF,9.399999999999999e-10,4.0000000000000004e-11,,,,,,,,236045566.13,1.193,42444.582,1.112
^{237}_{92}U145,92,145,U,,,,,false,583372.8,172.8,,B-,1.0,,,,,,,,,,,,237048728.309,1.29,45390.133,1.202
^{238}_{92}U146,92,146,U,5.8571,0.0033,0.9927419999999999,0.00001,false,1.40996345254477e17,189341555847552.0,,A,1.0,,SF,5.450000000000001e-7,7e-9,,,,,,,,238050786.936,1.601,47307.732,1.492
^{239}_{92}U147,92,147,U,,,,,false,1407.0,1.2,,B-,1.0,,,,,,,,,,,,239054291.989,1.612,50572.668,1.502
^{240}_{92}U148,92,148,U,,,,,false,50760.0,360.0,,B-,1.0,,,,,,,,,,,,240056592.411,2.74,52715.497,2.553
^{241}_{92}U149,92,149,U,,,,,false,,,,B-,,,,,,,,,,,,,241060330.0,210.0,56197.0,196.0
^{242}_{92}U150,92,150,U,,,,,false,1008.0,30.0,,B-,1.0,,,,,,,,,,,,242062931.0,215.0,58620.0,201.0
^{243}_{92}U151,92,151,U,,,,,false,,,,B-,,,,,,,,,,,,,243067075.0,322.0,62480.0,300.0
^{244}_{92}U152,92,152,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{245}_{92}U153,92,153,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{246}_{92}U154,92,154,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{247}_{92}U155,92,155,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{248}_{92}U156,92,156,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{249}_{92}U157,92,157,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{250}_{92}U158,92,158,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{251}_{92}U159,92,159,U,,,,,false,,,,B-,,,,,,,,,,,,,,,,
^{253}_{92}U161,92,161,U,,,,,false,,,,B-,,,B-N,,,,,,,,,,,,,
^{254}_{92}U162,92,162,U,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,,,,
^{255}_{92}U163,92,163,U,,,,,false,,,,B-,,,B-N,,,,,,,,,,,,,
^{219}_{93}Np126,93,126,Np,,,,,false,0.00015,0.000395,,A,1.0,,P,,,,,,,,,,219031601.865,98.732,29436.951,91.969
^{220}_{93}Np127,93,127,Np,,,,,false,0.000025,0.0000105,,A,1.0,,,,,,,,,,,,220032716.28,32.977,30475.022,30.718
^{222}_{93}Np129,93,129,Np,,,,,false,3.8e-7,1.85e-7,,A,1.0,,,,,,,,,,,,222033574.706,40.849,31274.641,38.051
^{223}_{93}Np130,93,130,Np,,,,,false,2.2e-6,7.5e-7,,A,1.0,,,,,,,,,,,,223032913.34,88.956,30658.583,82.863
^{224}_{93}Np131,93,131,Np,,,,,false,0.000038,0.0000185,,A,1.0,,,,,,,,,,,,224034388.03,31.052,32032.248,28.925
^{225}_{93}Np132,93,132,Np,,,,,false,0.0036,0.00515,,A,1.0,,EC+B+,,,,,,,,,,225033943.422,98.355,31618.098,91.618
^{226}_{93}Np133,93,133,Np,,,,,false,0.035,0.01,,A,1.0,,,,,,,,,,,,226035230.364,109.568,32816.877,102.063
^{227}_{93}Np134,93,134,Np,,,,,false,0.51,0.06,,A,1.0,,,,,,,,,,,,227034975.012,82.651,32579.018,76.989
^{228}_{93}Np135,93,135,Np,,,,,false,61.4,1.4,,EC,0.6,0.07,A,0.4,0.07,,,,,,,,228036313.0,108.0,33825.0,100.0
^{229}_{93}Np136,93,136,Np,,,,,false,240.0,12.0,,A,0.68,0.11,EC,0.32,0.11,,,,,,,,229036287.269,108.618,33801.378,101.177
^{230}_{93}Np137,93,137,Np,,,,,false,276.0,18.0,,EC+B+,0.97,,A,0.03,,,,,,,,,230037828.06,59.051,35236.615,55.007
^{231}_{93}Np138,93,138,Np,,,,,false,2928.0,12.0,,EC+B+,0.98,,A,0.02,,,,,,,,,231038243.598,54.916,35623.686,51.154
^{232}_{93}Np139,93,139,Np,,,,,false,882.0,18.0,,EC+B+,1.0,,A,2e-6,,,,,,,,,232040107.0,107.0,37359.0,100.0
^{233}_{93}Np140,93,140,Np,,,,,false,2172.0,6.0,,EC,1.0,,A,7e-6,,,,,,,,,233040739.421,54.729,37948.531,50.981
^{234}_{93}Np141,93,141,Np,,,,,false,380160.0,8640.0,,EC+B+,1.0,,,,,,,,,,,,234042893.245,9.014,39954.806,8.397
^{235}_{93}Np142,93,142,Np,,,,,false,34223040.0,103680.0,,EC,0.999974,1.2999999999999998e-6,A,0.000026,1.2999999999999998e-6,,,,,,,,235044061.518,1.49,41043.044,1.388
^{236}_{93}Np143,93,143,Np,,,,,false,4891323526061.76,31556925974.592,,EC,0.878,0.002,B-,0.12,0.001,A,0.0016,0.0004,,,,,236046568.296,54.129,43378.094,50.421
^{237}_{93}Np144,93,144,Np,,,,,false,67658049289525.3,220898481822.144,,A,1.0,,SF,2e-12,,,,,3.16,0.1,3.886,0.006,237048171.64,1.201,44871.599,1.12
^{238}_{93}Np145,93,145,Np,,,,,false,181353.6,172.8,,B-,1.0,,,,,,,,,,,,238050944.603,1.22,47454.597,1.137
^{239}_{93}Np146,93,146,Np,,,,,false,203558.4,259.2,,B-,1.0,,,,,,,,2.2,0.4,,,239052937.538,1.406,49311.005,1.31
^{240}_{93}Np147,93,147,Np,,,,,false,3714.0,12.0,,B-,1.0,,,,,,,,,,,,240056163.778,18.284,52316.229,17.032
^{241}_{93}Np148,93,148,Np,,,,,false,834.0,12.0,,B-,1.0,,,,,,,,,,,,241058309.671,107.36,54315.115,100.006
^{242}_{93}Np149,93,149,Np,,,,,false,132.0,12.0,,B-,1.0,,,,,,,,,,,,242061639.548,214.712,57416.876,200.004
^{243}_{93}Np150,93,150,Np,,,,,false,111.0,9.0,,B-,1.0,,,,,,,,,,,,243064204.0,34.0,59806.0,32.0
^{244}_{93}Np151,93,151,Np,,,,,false,137.4,9.6,,B-,1.0,,,,,,,,,,,,244067891.0,107.0,63240.0,100.0
^{228}_{94}Pu134,94,134,Pu,,,,,false,1.1,1.25,,A,1.0,,,,,,,,,,,,228038763.325,25.069,36107.809,23.352
^{229}_{94}Pu135,94,135,Pu,,,,,false,90.0,49.0,,A,1.0,,,,,,,,,,,,229040145.099,65.092,37394.924,60.633
^{230}_{94}Pu136,94,136,Pu,,,,,false,102.0,10.0,,A,1.0,,,,,,,,,,,,230039648.313,15.514,36932.17,14.451
^{231}_{94}Pu137,94,137,Pu,,,,,false,516.0,30.0,,EC+B+,0.9,,A,0.1,,,,,,,,,231041125.946,23.683,38308.577,22.061
^{232}_{94}Pu138,94,138,Pu,,,,,false,2028.0,42.0,,EC,0.9,,A,0.1,,,,,,,,,232041182.133,18.126,38360.915,16.885
^{233}_{94}Pu139,94,139,Pu,,,,,false,1254.0,24.0,,EC+B+,0.9987999999999999,0.0005,A,0.0012,0.0005,,,,,,,,233042997.411,58.162,40051.836,54.178
^{234}_{94}Pu140,94,140,Pu,,,,,false,31680.0,360.0,,EC,0.94,,A,0.06,,,,,,,,,234043317.489,7.298,40349.986,6.798
^{235}_{94}Pu141,94,141,Pu,,,,,false,1518.0,30.0,,EC+B+,0.9999720000000001,7e-6,A,0.000028,7e-6,,,,,,,,235045284.609,22.03,42182.346,20.521
^{236}_{94}Pu142,94,142,Pu,,,,,false,90189694.4353839,252455.407796736,,A,1.0,,SF,1.9e-9,4e-10,,,,,,,,236046056.661,1.942,42901.508,1.81
^{237}_{94}Pu143,94,143,Pu,,,,,false,3943296.0,3456.0,,EC,0.999958,4e-6,A,0.000042,4e-6,,,,-0.68,0.05,,,237048407.888,1.821,45091.662,1.697
^{238}_{94}Pu144,94,144,Pu,5.8535,0.0378,,,false,2767542407.97172,3155692.5974592,,A,1.0,,SF,1.9e-9,1e-10,,,,,,,,238049558.175,1.221,46163.148,1.138
^{239}_{94}Pu145,94,145,Pu,5.8601,0.0378,,,false,760837485247.413,946707779.23776,,A,1.0,,SF,3.1e-12,6e-13,,,,0.202,0.004,-2.319,0.007,239052161.596,1.194,48588.22,1.112
^{240}_{94}Pu146,94,146,Pu,5.8701,0.0379,,,false,207044991319.298,220898481.822144,,A,1.0,,SF,5.6999999999999994e-8,1.9999999999999997e-9,{+34}Si,1.3e-13,,,,,,240053811.74,1.186,50125.319,1.105
^{241}_{94}Pu147,94,147,Pu,5.8748,0.0379,,,false,452179192.289929,915150.853263168,,B-,0.9999800000000001,,A,0.0000247,,SF,2.4e-16,,-0.678,0.014,6.0,2.0,241056849.651,1.186,52955.115,1.105
^{242}_{94}Pu148,94,148,Pu,5.8823,0.038,,,false,11770733388522.8,63113851949.184,,A,1.0,,SF,5.5299999999999996e-6,5.0000000000000004e-8,,,,,,,,242058740.979,1.336,54716.876,1.245
^{243}_{94}Pu149,94,149,Pu,,,,,false,17841.6,10.8,,B-,1.0,,,,,,,,,,,,243062002.068,2.728,57754.561,2.542
^{244}_{94}Pu150,94,150,Pu,5.8948,0.0382,,,false,2565578081734329.5,9467077792377.6,,A,0.9987699999999999,0.00006,SF,0.00123,0.00006,,,,,,,,244064204.401,2.518,59806.021,2.346
^{245}_{94}Pu151,94,151,Pu,,,,,false,37800.0,360.0,,B-,1.0,,,,,,,,,,,,245067824.554,14.621,63178.173,13.62
^{246}_{94}Pu152,94,152,Pu,,,,,false,936576.0,1728.0,,B-,1.0,,,,,,,,,,,,246070204.172,16.087,65394.772,14.985
^{247}_{94}Pu153,94,153,Pu,,,,,false,196128.0,19872.0,,B-,1.0,,,,,,,,,,,,247074300.0,215.0,69210.0,200.0
^{223}_{95}Am128,95,128,Am,,,,,false,0.005,0.008,,A,1.0,,,,,,,,,,,,223045840.0,322.0,42700.0,300.0
^{229}_{95}Am134,95,134,Am,,,,,false,0.9,1.4,,A,0.91,,EC+B+,0.09,,,,,,,,,229045282.534,114.169,42180.414,106.348
^{230}_{95}Am135,95,135,Am,,,,,false,31.0,,,EC,1.0,,SF,,,,,,,,,,230046025.0,153.0,42872.0,143.0
^{232}_{95}Am137,95,137,Am,,,,,false,79.0,2.0,,EC,0.97,,A,0.03,,ECSF,0.0006900000000000001,0.0001,,,,,232046613.0,322.0,43420.0,300.0
^{233}_{95}Am138,95,138,Am,,,,,false,192.0,48.0,,EC+B+,0.955,0.015,A,0.045,0.015,,,,,,,,233046468.0,123.0,43285.0,114.0
^{234}_{95}Am139,95,139,Am,,,,,false,139.2,4.8,,EC,1.0,,A,,,,,,,,,,234047731.0,172.0,44462.0,160.0
^{235}_{95}Am140,95,140,Am,,,,,false,618.0,36.0,,EC,0.996,0.0005,A,0.004,0.0005,,,,,,,,235047906.478,56.661,44624.602,52.78
^{236}_{95}Am141,95,141,Am,,,,,false,216.0,12.0,,EC,1.0,,A,0.00004,,,,,,,,,236049427.0,127.0,46041.0,119.0
^{237}_{95}Am142,95,142,Am,,,,,false,4416.0,48.0,,EC+B+,0.9997499999999999,0.00003,A,0.00025,0.00003,,,,,,,,237049995.0,64.0,46570.0,59.0
^{238}_{95}Am143,95,143,Am,,,,,false,5880.0,120.0,,EC+B+,1.0,,A,1e-6,4.0000000000000003e-7,,,,,,,,238051982.531,63.243,48421.421,58.911
^{239}_{95}Am144,95,144,Am,,,,,false,42840.0,360.0,,EC,0.9998999999999999,0.00001,A,0.0001,0.00001,,,,,,,,239053022.729,2.127,49390.36,1.982
^{240}_{95}Am145,95,145,Am,,,,,false,182880.0,1080.0,,EC,1.0,,A,1.9e-6,7e-7,,,,,,,,240055298.374,14.849,51510.11,13.832
^{241}_{95}Am146,95,146,Am,5.8928,0.0042,,,false,13651526176.6085,18934155.5847552,,A,1.0,,SF,3.6e-12,9e-13,,,,1.6,0.01,4.34,0.05,241056827.343,1.195,52934.335,1.113
^{242}_{95}Am147,95,147,Am,,,,,false,57636.0,72.0,,B-,0.83,0.003,EC,0.17,0.003,A,1e-6,,0.3854,0.0017,-2.44,0.03,242059547.358,1.199,55468.014,1.118
^{243}_{95}Am148,95,148,Am,5.9048,0.0035,,,false,232385202876.895,694252371.441024,,A,1.0,,SF,3.7e-11,9e-12,,,,1.52,0.01,4.32,0.06,243061379.889,1.49,57175.005,1.388
^{244}_{95}Am149,95,149,Am,,,,,false,36360.0,360.0,,B-,1.0,,,,,,,,,,,,244064282.892,1.6,59879.135,1.491
^{245}_{95}Am150,95,150,Am,,,,,false,7380.0,36.0,,B-,1.0,,,,,,,,,,,,245066452.827,2.024,61900.417,1.886
^{246}_{95}Am151,95,151,Am,,,,,false,2340.0,180.0,,B-,1.0,,,,,,,,,,,,246069774.0,19.0,64994.0,18.0
^{247}_{95}Am152,95,152,Am,,,,,false,1380.0,78.0,,B-,1.0,,,,,,,,,,,,247072092.0,107.0,67153.0,100.0
^{248}_{95}Am153,95,153,Am,,,,,false,,,,,,,,,,,,,,,,,248075752.0,215.0,70563.0,200.0
^{233}_{96}Cm137,96,137,Cm,,,,,false,23.0,9.5,,EC+B+,0.8,0.1,A,0.2,0.1,,,,,,,,233050771.485,87.059,47293.34,81.095
^{234}_{96}Cm138,96,138,Cm,,,,,false,51.0,12.0,,A,0.4,,SF,0.4,,EC+B+,0.2,,,,,,234050158.568,18.333,46722.411,17.078
^{235}_{96}Cm139,96,139,Cm,,,,,false,,,,A,0.011000000000000001,,,,,,,,,,,,235051545.0,110.0,48013.0,102.0
^{236}_{96}Cm140,96,140,Cm,,,,,false,408.0,48.0,,EC,0.82,0.02,A,0.18,0.02,,,,,,,,236051372.112,18.931,47852.82,17.635
^{237}_{96}Cm141,96,141,Cm,,,,,false,,,,A,0.01,,,,,,,,,,,,237052868.988,79.87,49247.151,74.399
^{238}_{96}Cm142,96,142,Cm,,,,,false,7920.0,1440.0,,EC,0.9616,0.0018,A,0.0384,0.0018,SF,0.00048,0.00002,,,,,238053081.606,13.133,49445.203,12.234
^{239}_{96}Cm143,96,143,Cm,,,,,false,9720.0,2880.0,,EC,1.0,,A,0.00001,,,,,,,,,239054908.519,161.107,51146.962,150.07
^{240}_{96}Cm144,96,144,Cm,,,,,false,2332800.0,86400.0,,A,0.995,,EC,0.005,,SF,3.9e-8,7.999999999999999e-9,,,,,240055528.233,2.045,51724.222,1.905
^{241}_{96}Cm145,96,145,Cm,,,,,false,2833920.0,17280.0,,EC,0.99,0.001,A,0.01,0.001,,,,,,,,241057651.218,1.725,53701.77,1.607
^{242}_{96}Cm146,96,146,Cm,5.8285,0.0192,,,false,14072832.0,6912.0,,A,1.0,,SF,6.2e-8,3e-9,34SI,1e-16,,,,,,242058834.187,1.224,54803.699,1.141
^{243}_{96}Cm147,96,147,Cm,,,,,false,918306545.860627,3155692.5974592,,A,0.9971,0.0003,EC,0.0029,0.0003,SF,5.3000000000000004e-11,9e-12,0.4,0.08,,,243061387.329,1.605,57181.936,1.496
^{244}_{96}Cm148,96,148,Cm,5.8429,0.0181,,,false,571495929.399861,946707.77923776,,A,1.0,,SF,1.37e-6,2e-8,,,,,,,,244062750.622,1.187,58451.835,1.106
^{245}_{96}Cm149,96,149,Cm,5.8475,0.0182,,,false,265803987483.988,2335212522.11981,,A,1.0,,SF,6.1e-9,9e-10,,,,0.5,0.1,,,245065491.047,1.233,61004.524,1.149
^{246}_{96}Cm150,96,150,Cm,5.8562,0.0184,,,false,148506893636.43,1262277038.98368,,A,0.9997385,7e-7,SF,0.0002615,7e-7,,,,,,,,246067222.016,1.637,62616.912,1.525
^{247}_{96}Cm151,96,151,Cm,,,,,false,492288045203635.2,15778462987296.0,,A,1.0,,,,,,,,0.36,0.07,,,247070352.678,4.076,65533.105,3.797
^{248}_{96}Cm152,96,152,Cm,5.8687,0.0193,,,false,10981810239158.0,189341555847.552,,A,0.9161,0.0016,SF,0.0839,0.0016,,,,,,,,248072349.086,2.531,67392.748,2.358
