year,uid,stateabb,therm_dem,therm_gop,therm_bmp,mpti,age,educat,urbanism,pid7,incomeperc,race4,unemployed,polint,distrust_govt,govt_crooked,govt_waste,govt_biginterests
2012,20124511,GA,60,40,50,60,29,3,,2,3,3,0,,,,2,0
2012,20124512,NV,50,50,50,50,41,5,,6,2,2,0,,,,3,1
2012,20124513,CA,60,30,45,65,58,6,,2,4,1,0,,3,,2,1
2012,20124514,WI,0,50,25,25,61,2,,6,3,1,0,,,,3,1
2012,20124515,NY,60,50,55,55,40,6,,4,1,3,0,,2,,2,1
2012,20124516,FL,0,70,35,15,60,7,,5,4,3,0,,,,3,1
2012,20124517,MO,25,90,58,18,65,3,,7,1,1,0,,,,3,1
2012,20124518,FL,97,50,74,74,56,5,,1,1,3,0,,2,,2,0
2012,20124519,CA,97,50,74,74,45,2,,1,3,3,0,,,,3,1
2012,20124520,KY,85,0,43,93,59,5,,1,4,1,0,,3,,3,1
2012,20124521,TX,85,50,68,68,64,3,,2,3,3,0,,,,3,0
2012,20124522,FL,15,15,15,50,86,3,,6,4,1,0,,2,,3,0
2012,20124523,CA,80,5,43,88,44,7,,1,4,3,0,,,,2,1
2012,20124524,GA,30,85,58,23,31,3,,6,3,1,0,,,,3,1
2012,20124525,PA,50,50,50,50,28,6,,6,3,1,0,,,,2,1
2012,20124526,GA,70,30,50,70,56,5,,3,2,2,0,,3,,3,1
2012,20124527,TX,85,15,50,85,83,7,,1,4,1,0,,,,3,1
2012,20124528,MD,10,5,8,53,30,5,,3,4,1,0,,3,,3,1
2012,20124529,IN,60,0,30,80,49,3,,1,5,1,0,,,,3,1
2012,20124530,WA,0,0,0,50,44,3,,4,1,3,0,,1,,3,1
2012,20124531,NV,50,0,25,75,68,7,,4,3,1,0,,,,2,1
2012,20124532,CA,15,15,15,50,70,5,,5,4,1,0,,,,3,1
2012,20124533,TX,60,70,65,45,44,4,,5,3,1,0,,3,,3,0
2012,20124534,MO,70,0,35,85,59,3,,1,3,1,0,,3,,3,1
2012,20124535,NJ,0,85,43,8,48,7,,7,4,1,0,,3,,3,1
2012,20124536,VT,50,50,50,50,62,4,,4,2,1,0,,,,3,1
2012,20124537,FL,15,70,43,23,85,3,,7,3,1,0,,3,,3,1
2012,20124538,TX,0,97,49,2,67,5,,7,3,1,0,,2,,2,0
2012,20124539,NC,70,50,60,60,33,6,,3,4,3,0,,,,3,1
2012,20124540,NH,85,10,48,88,52,5,,2,4,1,0,,3,,3,1
2012,20124541,WA,50,50,50,50,19,5,,1,3,1,0,,,,3,1
2012,20124542,MO,60,70,65,45,66,5,,4,3,1,0,,,,3,1
2012,20124543,TX,15,95,55,10,38,5,,7,3,3,0,,,,3,1
2012,20124544,IL,0,70,35,15,61,5,,7,4,1,0,,3,,3,1
2012,20124545,MO,0,0,0,50,67,3,,2,3,1,0,,,,3,1
2012,20124546,NJ,75,15,45,80,20,5,,1,5,1,0,,,,3,0
2012,20124547,CA,40,40,40,50,30,5,,4,3,1,0,,3,,3,1
2012,20124548,FL,50,60,55,45,73,3,,6,3,1,0,,3,,3,1
2012,20124549,OR,45,45,45,50,46,6,,3,4,1,0,,,,3,1
2012,20124550,IL,60,30,45,65,70,6,,3,3,1,0,,3,,3,1
2012,20124551,TX,30,85,58,23,47,5,,7,4,1,0,,3,,3,1
2012,20124552,FL,97,15,56,91,69,2,,1,3,3,0,,,,1,0
2012,20124553,MI,50,50,50,50,32,6,,4,3,2,0,,3,,3,1
2012,20124554,MD,70,15,43,78,32,,,3,3,1,0,,3,,3,1
2012,20124555,SD,55,70,63,43,69,2,,7,4,1,0,,,,3,1
2012,20124556,NY,40,30,35,55,64,5,,3,2,1,0,,,,3,0
2012,20124557,MN,60,0,30,80,60,,,3,4,1,1,,3,,2,1
2012,20124558,NE,50,50,50,50,63,6,,5,4,1,0,,3,,3,1
2012,20124559,NY,97,0,49,99,56,7,,1,4,1,0,,,,3,1
2012,20124560,IL,97,50,74,74,67,2,,1,5,2,0,,,,2,0
2012,20124561,CA,50,50,50,50,49,2,,4,1,3,1,,,,3,0
2012,20124562,MA,60,15,38,73,22,6,,3,4,1,0,,3,,3,1
2012,20124563,IL,75,25,50,75,52,5,,1,4,1,0,,,,2,1
2012,20124564,TX,50,0,25,75,59,5,,2,3,3,0,,,,3,1
2012,20124565,CO,60,15,38,73,40,7,,2,3,1,0,,,,2,1
2012,20124566,MI,5,80,43,13,57,5,,7,2,1,0,,,,2,1
2012,20124567,TX,70,0,35,85,64,3,,1,2,3,0,,,,3,1
2012,20124568,IL,85,15,50,85,65,6,,1,3,2,0,,,,2,1
2012,20124569,OR,50,50,50,50,67,5,,4,2,1,0,,,,3,1
2012,20124570,MD,97,0,49,99,41,,,1,4,2,0,,,,2,1
2012,20124571,CA,40,30,35,55,77,7,,3,4,1,0,,3,,2,1
2012,20124572,GA,0,97,49,2,61,6,,7,,1,0,,,,2,1
2012,20124573,OH,60,15,38,73,48,3,,1,2,1,0,,3,,3,1
2012,20124574,TX,85,0,43,93,66,3,,3,2,1,0,,,,3,1
2012,20124575,NJ,85,15,50,85,41,3,,1,3,3,0,,,,2,0
2012,20124576,MD,85,40,63,73,65,3,,1,1,2,0,,,,2,1
2012,20124577,PA,50,60,55,45,59,3,,6,3,1,0,,,,3,1
2012,20124578,GA,70,30,50,70,65,6,,6,4,2,0,,3,,3,1
2012,20124579,CA,75,45,60,65,33,6,,2,4,1,0,,,,3,1
2012,20124580,WA,50,30,40,60,68,3,,4,1,1,0,,,,3,1
2012,20124581,AL,97,0,49,99,58,6,,1,3,2,0,,,,3,0
2012,20124582,CO,50,15,33,68,64,1,,3,2,1,0,,,,2,1
2012,20124583,TX,50,70,60,40,61,6,,6,3,1,0,,,,3,1
2012,20124584,NJ,60,60,60,50,48,5,,4,4,1,0,,3,,3,1
2012,20124585,MN,60,45,53,58,57,6,,4,4,1,0,,,,2,0
2012,20124586,NH,60,30,45,65,81,5,,3,4,1,0,,3,,3,1
2012,20124587,IL,60,15,38,73,66,1,,1,3,1,0,,,,3,1
2012,20124588,NY,30,30,30,50,62,5,,5,4,1,0,,,,3,1
2012,20124589,CT,0,85,43,8,59,7,,7,4,4,0,,3,,3,0
2012,20124590,MI,45,45,45,50,57,2,,4,2,1,1,,3,,3,1
2012,20124591,MN,60,15,38,73,61,6,,3,1,1,0,,2,,2,1
2012,20124592,NC,40,60,50,40,44,2,,5,4,1,0,,3,,3,1
2012,20124593,CA,50,60,55,45,53,7,,6,3,1,0,,,,2,0
2012,20124594,MN,40,85,63,28,82,7,,7,3,1,0,,3,,3,1
2012,20124595,CT,85,50,68,68,64,6,,2,,3,0,,,,2,1
2012,20124596,NJ,30,60,45,35,49,6,,7,4,1,0,,3,,3,1
2012,20124597,OH,0,97,49,2,65,5,,7,1,1,0,,,,3,1
2012,20124598,TX,15,60,38,28,33,5,,6,4,3,0,,,,2,1
2012,20124599,WA,85,50,68,68,73,5,,1,3,2,1,,3,,2,1
2012,20124600,NY,97,0,49,99,54,2,,1,1,2,0,,,,3,0
2012,20124601,GA,45,55,50,45,29,2,,6,1,1,1,,,,3,1
2012,20124602,MN,15,60,38,28,67,6,,7,4,1,0,,,,3,0
2012,20124603,TN,70,30,50,70,39,,,3,3,1,0,,3,,2,1
2012,20124604,KS,30,85,58,23,70,5,,7,3,1,0,,,,3,0
2012,20124605,UT,60,70,65,45,53,3,,6,4,1,0,,,,2,0
2012,20124606,PA,50,50,50,50,55,4,,4,2,2,0,,3,,2,0
2012,20124607,FL,97,40,69,79,72,5,,2,3,2,0,,2,,3,1
2012,20124608,OH,85,50,68,68,62,3,,1,1,2,0,,2,,3,1
2012,20124609,MI,40,30,35,55,46,6,,3,4,1,0,,,,3,1
2012,20124610,FL,85,30,58,78,78,5,,1,3,1,0,,,,3,1
2012,20124611,IL,97,15,56,91,73,3,,1,3,3,0,,2,,3,1
2012,20124612,OH,80,10,45,85,43,7,,2,4,1,0,,3,,3,1
2012,20124613,WA,30,90,60,20,24,5,,7,3,1,0,,,,3,1
2012,20124614,FL,50,50,50,50,64,3,,4,3,1,0,,3,,3,1
2012,20124615,NV,60,30,45,65,50,3,,2,3,3,0,,,,3,1
2012,20124616,MA,50,50,50,50,76,4,,4,1,1,0,,,,3,1
2012,20124617,MI,55,25,40,65,52,6,,3,3,1,0,,3,,3,1
2012,20124618,IL,70,30,50,70,25,3,,2,2,2,1,,,,2,1
2012,20124619,CT,70,0,35,85,53,5,,2,4,1,0,,3,,2,1
2012,20124620,OH,97,0,49,99,61,2,,4,2,1,0,,3,,3,1
2012,20124621,TX,70,40,55,65,72,1,,6,3,3,0,,,,3,0
2012,20124622,TX,85,0,43,93,57,7,,1,1,3,0,,,,2,1
2012,20124623,CA,0,70,35,15,52,5,,7,3,1,0,,,,3,1
2012,20124624,TX,50,60,55,45,47,6,,5,1,1,0,,,,2,1
2012,20124625,TX,70,50,60,60,76,3,,2,2,3,0,,,,2,0
2012,20124626,CA,97,0,49,99,72,1,,1,1,3,0,,1,,2,1
2012,20124627,TX,30,70,50,30,73,6,,4,1,3,0,,,,3,0
2012,20124628,FL,60,40,50,60,82,3,,3,1,3,0,,2,,3,1
2012,20124629,FL,80,0,40,90,69,7,,1,2,1,0,,3,,2,1
2012,20124630,MN,70,40,55,65,75,6,,3,3,1,0,,,,2,1
2012,20124631,IL,20,70,45,25,53,6,,5,3,1,0,,3,,3,1
2012,20124632,TX,70,40,55,65,66,,,1,2,3,0,,,,3,1
2012,20124633,IN,10,25,18,43,75,4,,5,4,1,0,,3,,3,1
2012,20124634,SD,30,50,40,40,42,7,,7,3,1,0,,2,,2,0
2012,20124635,OK,70,0,35,85,32,5,,1,3,2,0,,3,,2,1
2012,20124636,MA,60,40,50,60,71,5,,2,1,1,0,,,,2,1
2012,20124637,TX,1,50,26,26,51,4,,7,3,1,0,,3,,3,1
2012,20124638,CT,40,60,50,40,65,3,,5,5,1,0,,3,,3,1
2012,20124639,MN,70,40,55,65,78,3,,2,1,1,0,,3,,3,1
2012,20124640,OK,97,0,49,99,50,2,,1,3,2,0,,,,2,0
2012,20124641,PA,0,60,30,20,76,6,,2,4,1,0,,3,,3,1
2012,20124642,CA,50,50,50,50,44,5,,4,4,1,0,,3,,3,1
2012,20124643,FL,85,30,58,78,71,5,,1,1,3,0,,,,2,0
2012,20124644,OH,97,0,49,99,57,5,,1,1,2,0,,2,,3,0
2012,20124645,NJ,50,60,55,45,43,3,,4,4,1,0,,3,,3,1
2012,20124646,IN,40,70,55,35,66,3,,6,1,1,0,,,,3,1
2012,20124647,CA,36,65,51,36,71,6,,6,2,1,0,,3,,3,1
2012,20124648,CA,85,30,58,78,62,7,,1,4,1,0,,2,,3,0
2012,20124649,TN,40,65,53,38,49,2,,4,3,1,0,,,,3,1
2012,20124650,PA,0,80,40,10,73,3,,7,2,1,0,,,,3,1
2012,20124651,OH,15,85,50,15,55,6,,7,3,1,0,,,,2,1
2012,20124652,MI,60,15,38,73,56,3,,2,2,1,1,,3,,3,1
2012,20124653,MI,0,97,49,2,89,5,,7,2,1,0,,,,3,1
2012,20124654,FL,70,0,35,85,50,3,,2,3,1,0,,,,2,0
2012,20124655,NC,40,70,55,35,35,6,,6,5,1,0,,3,,3,1
2012,20124656,OH,50,80,65,35,44,5,,6,3,1,0,,,,3,1
2012,20124657,PA,40,50,45,45,47,5,,7,1,1,1,,,,2,0
2012,20124658,VA,60,15,38,73,54,5,,2,3,2,0,,,,3,1
2012,20124659,KY,60,30,45,65,54,7,,2,4,1,0,,3,,3,1
2012,20124660,CA,70,40,55,65,47,6,,3,4,4,0,,,,2,1
2012,20124661,CA,97,0,49,99,25,6,,1,4,3,0,,,,2,1
2012,20124662,TX,30,60,45,35,57,3,,6,4,1,0,,,,3,1
2012,20124663,TX,60,60,60,50,53,3,,4,4,1,0,,,,2,1
2012,20124664,NY,15,70,43,23,61,3,,7,3,1,0,,,,3,1
2012,20124665,GA,80,40,60,70,30,7,,1,3,2,0,,,,2,0
2012,20124666,TX,97,0,49,99,73,5,,1,4,2,0,,2,,2,0
2012,20124667,CA,70,0,35,85,38,7,,2,4,1,0,,,,2,1
2012,20124668,WI,50,15,33,68,71,2,,3,1,1,0,,,,3,1
2012,20124669,CA,70,0,35,85,52,2,,1,3,1,0,,,,3,1
2012,20124670,CA,50,50,50,50,48,3,,2,3,4,0,,,,3,1
2012,20124671,PA,97,15,56,91,39,3,,2,1,1,1,,3,,3,1
2012,20124672,CA,85,40,63,73,62,5,,2,4,2,0,,2,,2,0
2012,20124673,CA,40,15,28,63,48,7,,3,1,1,0,,,,3,1
2012,20124674,HI,85,40,63,73,32,5,,3,1,4,0,,3,,2,1
2012,20124675,AL,60,15,38,73,37,5,,1,5,1,0,,,,3,1
2012,20124676,OK,0,97,49,2,62,2,,7,2,4,0,,,,3,1
2012,20124677,MN,70,0,35,85,50,7,,1,4,1,0,,,,2,1
2012,20124678,MD,15,70,43,23,78,3,,5,2,1,0,,,,3,1
2012,20124679,CT,50,50,50,50,55,7,,4,3,1,0,,3,,3,1
2012,20124680,CA,89,1,45,94,59,4,,3,1,2,1,,2,,3,1
2012,20124681,TN,80,50,65,65,55,3,,4,,2,0,,,,2,1
2012,20124682,NV,50,50,50,50,41,4,,4,4,3,0,,,,,
2012,20124683,GA,60,60,60,50,42,3,,1,1,2,1,,,,1,1
2012,20124684,OR,50,10,30,70,43,6,,4,4,1,0,,3,,3,1
2012,20124685,TX,0,40,20,30,27,6,,5,3,1,0,,,,3,1
2012,20124686,IL,15,70,43,23,54,,,7,3,1,0,,3,,3,0
2012,20124687,FL,85,0,43,93,63,5,,1,3,2,1,,3,,2,1
2012,20124688,NC,97,0,49,99,59,4,,1,1,2,0,,,,3,1
2012,20124690,NC,85,30,58,78,51,5,,1,2,1,1,,,,2,1
2012,20124691,GA,70,70,70,50,65,5,,2,2,2,0,,,,3,1
2012,20124692,MI,40,40,40,50,69,7,,2,4,1,0,,3,,3,1
2012,20124693,WA,50,55,53,48,78,5,,3,2,1,0,,,,3,1
2012,20124694,WA,60,15,38,73,65,5,,1,1,1,0,,3,,3,1
2012,20124695,NE,70,0,35,85,78,7,,2,2,1,0,,,,2,1
2012,20124696,FL,70,20,45,75,75,7,,7,4,1,0,,,,2,1
2012,20124697,WI,60,35,48,63,55,6,,1,4,1,0,,,,3,1
2012,20124698,CO,50,60,55,45,30,6,,6,4,1,0,,,,2,0
2012,20124699,FL,50,50,50,50,42,4,,4,2,3,0,,,,3,1
2012,20124700,MN,60,60,60,50,74,3,,3,3,1,0,,3,,3,1
2012,20124701,CA,30,50,40,40,65,5,,5,3,3,0,,3,,3,1
2012,20124702,MO,15,70,43,23,49,6,,7,4,1,0,,,,2,1
2012,20124703,CA,0,0,0,50,54,7,,6,1,1,0,,3,,3,1
2012,20124704,PA,30,85,58,23,80,5,,7,4,1,0,,,,3,1
2012,20124705,NJ,60,50,55,55,45,2,,4,2,1,0,,,,3,1
2012,20124706,OH,85,15,50,85,45,5,,2,1,2,0,,,,3,1
2012,20124707,AR,50,50,50,50,61,5,,4,3,1,0,,,,3,1
2012,20124708,OH,40,60,50,40,56,3,,6,3,1,0,,3,,3,1
2012,20124709,CA,30,60,45,35,56,5,,7,4,3,0,,3,,3,1
2012,20124710,NC,50,50,50,50,30,3,,7,3,3,0,,2,,2,0
2012,20124711,CA,50,50,50,50,65,6,,4,3,1,0,,,,3,1
2012,20124712,WA,65,25,45,70,38,7,,1,4,1,0,,3,,3,1
2012,20124713,MI,60,30,45,65,48,5,,2,3,1,0,,,,3,1
2012,20124714,VA,97,0,49,99,28,5,,1,2,4,0,,,,2,1
2012,20124715,MN,0,97,49,2,46,3,,7,3,3,0,,2,,3,1
2012,20124716,CA,53,12,33,71,47,6,,3,4,1,0,,,,2,1
2012,20124717,MD,85,0,43,93,64,7,,1,5,2,0,,,,2,0
2012,20124718,AZ,50,50,50,50,20,3,,4,3,1,0,,3,,3,1
2012,20124719,TX,30,50,40,40,47,4,,6,4,1,0,,,,3,1
2012,20124720,WI,15,60,38,28,81,6,,7,4,1,0,,,,3,
2012,20124721,AL,50,50,50,50,65,3,,5,,4,0,,1,,2,0
2012,20124722,TX,30,70,50,30,53,3,,7,,1,0,,3,,3,1
2012,20124723,VA,70,60,65,55,51,7,,3,3,1,0,,,,2,1
2012,20124724,CA,40,50,45,45,70,3,,4,4,1,0,,3,,3,1
2012,20124725,KS,70,15,43,78,50,6,,1,4,1,0,,3,,3,1
2012,20124726,CA,10,60,35,25,70,7,,5,4,1,0,,,,3,1
2012,20124727,KY,85,15,50,85,53,3,,1,3,1,0,,3,,3,1
2012,20124728,ND,40,60,50,40,56,5,,5,3,1,1,,,,3,1
2012,20124729,AL,75,0,38,88,69,3,,1,2,2,0,,,,3,1
2012,20124730,NH,85,0,43,93,63,5,,4,3,1,0,,,,3,1
2012,20124731,AZ,40,50,45,45,63,5,,5,1,1,0,,3,,3,1
2012,20124732,CA,75,30,53,73,20,3,,1,3,3,0,,,,2,1
2012,20124733,GA,0,85,43,8,55,3,,7,1,1,0,,,,3,1
2012,20124734,FL,90,30,60,80,57,3,,1,2,2,0,,,,3,1
2012,20124735,OH,0,97,49,2,42,3,,7,2,1,0,,3,,3,1
2012,20124736,CA,60,50,55,55,61,6,,2,3,4,0,,,,2,1
2012,20124737,MO,0,0,0,50,67,,,4,3,1,0,,,,3,1
2012,20124738,GA,85,0,43,93,60,5,,1,4,2,1,,,,2,1
2012,20124739,AL,70,40,55,65,31,5,,1,1,2,0,,,,3,1
2012,20124740,PA,60,70,65,45,51,3,,6,,,0,,2,,2,0
2012,20124741,CA,70,0,35,85,49,6,,1,4,2,0,,3,,2,1
2012,20124742,AZ,80,0,40,90,31,4,,2,3,2,0,,3,,3,0
2012,20124743,AL,85,40,63,73,51,7,,2,3,2,0,,,,2,1
2012,20124744,WI,97,0,49,99,62,4,,1,2,1,0,,,,2,1
2012,20124745,PA,60,85,73,38,52,6,,6,3,1,0,,,,2,1
2012,20124746,NY,30,65,48,33,72,2,,1,3,1,0,,,,3,1
2012,20124747,TX,70,97,84,37,64,3,,4,2,3,0,,,,3,1
2012,20124748,MA,0,25,13,38,43,5,,4,3,1,0,,3,,3,1
2012,20124749,FL,60,15,38,73,32,3,,2,,3,0,,,,3,0
2012,20124750,MN,70,50,60,60,38,3,,4,1,1,0,,1,,3,0
2012,20124751,PA,85,0,43,93,51,6,,2,3,1,0,,3,,3,1
2012,20124752,VA,15,70,43,23,52,5,,7,4,1,0,,3,,3,1
2012,20124753,VA,70,30,50,70,50,5,,4,3,2,0,,3,,3,1
2012,20124754,SC,60,70,65,45,55,6,,4,1,2,1,,3,,3,1
2012,20124755,TX,85,30,58,78,34,6,,2,4,3,0,,,,1,1
2012,20124756,PA,50,50,50,50,26,6,,4,3,4,0,,3,,3,1
2012,20124757,CA,15,60,38,28,59,7,,5,4,3,0,,,,3,1
2012,20124758,OH,97,0,49,99,48,3,,1,1,2,0,,,,2,0
2012,20124759,GA,40,60,50,40,78,6,,6,4,1,0,,2,,3,0
2012,20124760,IN,40,70,55,35,61,2,,5,4,1,0,,,,3,1
2012,20124761,NY,38,85,62,27,55,3,,6,2,1,0,,3,,3,1
2012,20124762,CA,30,97,64,17,78,6,,7,2,1,0,,,,2,1
2012,20124763,MO,15,85,50,15,40,6,,7,1,1,0,,3,,3,1
2012,20124764,IL,15,40,28,38,49,5,,5,3,1,0,,3,,3,1
2012,20124765,GA,15,70,43,23,64,,,7,4,1,0,,,,3,1
2012,20124766,MD,30,30,30,50,56,3,,2,3,1,0,,,,3,1
2012,20124767,WI,50,50,50,50,41,3,,4,4,1,0,,,,3,1
2012,20124768,MN,75,0,38,88,29,5,,1,1,1,0,,3,,3,1
2012,20124769,CA,15,45,30,35,29,6,,6,3,1,0,,,,3,1
2012,20124770,MA,85,50,68,68,58,5,,1,1,2,0,,,,2,1
2012,20124771,MS,40,60,50,40,70,5,,6,4,1,0,,,,3,1
2012,20124772,HI,70,40,55,65,26,3,,2,3,1,0,,,,2,1
2012,20124773,NJ,30,40,35,45,70,3,,5,4,1,0,,,,3,1
2012,20124774,MI,50,50,50,50,48,6,,4,5,1,0,,3,,3,1
2012,20124775,OR,0,68,34,16,35,6,,7,4,1,0,,,,3,1
2012,20124776,NY,30,75,53,28,31,6,,7,3,1,0,,,,3,1
2012,20124777,OR,50,15,33,68,51,4,,1,2,1,0,,3,,3,1
2012,20124778,WI,0,97,49,2,58,2,,7,1,3,0,,,,3,1
2012,20124779,CO,0,97,49,2,60,6,,7,4,3,0,,,,3,1
2012,20124780,CA,0,0,0,50,41,6,,4,4,3,0,,,,3,1
2012,20124781,OR,50,0,25,75,36,3,,4,3,3,0,,,,3,0
2012,20124782,IA,15,85,50,15,24,6,,6,4,1,0,,,,2,0
2012,20124783,PA,15,40,28,38,63,7,,5,5,4,0,,3,,3,1
2012,20124784,FL,75,35,55,70,35,7,,2,2,2,0,,2,,2,1
2012,20124785,NC,50,30,40,60,51,5,,6,4,1,0,,,,3,1
2012,20124786,DE,40,40,40,50,59,3,,4,3,1,0,,3,,3,1
2012,20124787,NY,30,30,30,50,72,3,,5,4,1,0,,,,3,1
2012,20124788,NY,60,15,38,73,19,5,,2,3,3,0,,2,,3,1
2012,20124789,TN,97,60,79,69,79,4,,1,1,2,0,,,,2,0
2012,20124790,MO,97,0,49,99,33,2,,1,2,2,1,,3,,3,1
2012,20124791,NV,50,50,50,50,86,5,,6,3,1,0,,,,3,1
2012,20124792,FL,85,30,58,78,52,4,,1,2,3,0,,,,3,1
2012,20124793,NY,97,0,49,99,63,1,,1,4,2,0,,,,3,1
2012,20124794,GA,85,30,58,78,54,3,,2,3,2,0,,,,2,1
2012,20124795,IL,60,15,38,73,55,5,,2,4,1,0,,3,,3,1
2012,20124796,CA,50,70,60,40,69,6,,5,4,4,0,,1,,3,0
2012,20124797,MN,60,40,50,60,64,6,,3,1,1,0,,,,3,1
2012,20124798,NY,50,50,50,50,63,3,,4,,1,0,,3,,2,1
2012,20124799,TN,0,60,30,20,54,6,,5,3,1,0,,,,3,1
2012,20124800,IN,75,50,63,63,26,6,,3,3,1,0,,,,3,1
2012,20124801,RI,2,65,34,19,22,5,,6,1,1,0,,,,3,1
2012,20124802,AR,,,,,39,5,,4,,,,,,,,
2012,20124803,MO,50,60,55,45,38,5,,6,3,1,0,,,,3,1
2012,20124804,TX,85,55,70,65,31,3,,2,3,3,1,,2,,2,0
2012,20124805,NJ,85,40,63,73,39,6,,2,3,1,0,,,,2,0
2012,20124806,NC,60,50,55,55,83,4,,2,3,1,0,,,,3,1
2012,20124807,SC,50,50,50,50,47,6,,5,1,1,0,,2,,3,1
2012,20124808,CA,60,50,55,55,58,6,,5,3,1,1,,,,3,1
2012,20124809,CA,97,0,49,99,25,6,,1,4,1,0,,,,2,1
2012,20124810,CA,65,15,40,75,52,7,,1,3,3,0,,,,3,1
2012,20124811,MI,97,30,64,84,66,3,,2,3,1,0,,,,3,1
2012,20124812,FL,70,40,55,65,51,6,,4,4,1,0,,3,,2,1
2012,20124813,MI,70,0,35,85,52,5,,1,3,2,0,,3,,3,1
2012,20124814,CA,97,0,49,99,90,1,,1,1,3,0,,,,1,1
2012,20124815,UT,40,85,63,28,41,5,,6,3,1,0,,,,2,1
2012,20124816,MN,30,85,58,23,76,2,,5,1,1,0,,,,3,1
2012,20124817,CA,30,50,40,40,61,6,,6,5,1,0,,,,3,0
2012,20124818,NC,50,50,50,50,47,7,,4,4,1,0,,3,,3,1
2012,20124819,IL,85,15,50,85,61,5,,1,3,2,0,,,,3,1
2012,20124820,MN,0,75,38,13,55,7,,7,1,1,1,,3,,1,1
2012,20124821,PA,40,65,53,38,49,5,,7,3,1,0,,,,3,1
2012,20124822,AL,0,85,43,8,45,,,7,4,1,0,,3,,3,1
2012,20124823,NC,85,30,58,78,30,6,,1,3,2,0,,,,3,1
2012,20124824,ME,45,80,63,33,34,6,,7,3,1,0,,,,3,0
2012,20124825,CA,0,70,35,15,51,5,,7,5,1,0,,,,3,1
2012,20124826,NY,85,0,43,93,34,6,,2,4,2,0,,,,2,0
2012,20124827,MA,50,70,60,40,52,5,,6,4,1,0,,,,3,1
2012,20124828,MD,30,70,50,30,72,5,,7,3,1,0,,3,,3,1
2012,20124829,VA,0,60,30,20,53,1,,5,1,1,0,,,,3,1
2012,20124830,IN,0,85,43,8,68,3,,7,2,1,0,,,,3,1
2012,20124831,GA,55,50,53,53,54,3,,1,4,1,0,,3,,3,1
2012,20124832,IA,50,70,60,40,60,6,,6,4,1,0,,3,,2,0
2012,20124833,CA,50,50,50,50,61,5,,4,3,3,0,,,,1,1
2012,20124834,CA,5,70,38,18,55,3,,6,3,3,0,,3,,3,1
2012,20124835,NY,40,60,50,40,68,4,,5,4,3,0,,3,,3,1
2012,20124836,PA,50,50,50,50,56,3,,3,1,1,0,,3,,2,1
2012,20124837,NC,85,15,50,85,47,3,,2,3,4,0,,3,,3,1
2012,20124838,OR,15,70,43,23,56,4,,6,3,1,0,,,,3,1
2012,20124839,MI,40,0,20,70,34,5,,2,4,1,0,,,,3,1
2012,20124840,FL,40,15,28,63,50,7,,3,3,3,0,,,,3,1
2012,20124841,WA,50,97,74,27,21,2,,7,1,1,0,,1,,3,1
2012,20124842,VA,15,15,15,50,69,3,,1,3,2,0,,,,3,1
2012,20124843,CA,40,40,40,50,33,4,,6,1,3,0,,3,,2,1
2012,20124844,UT,40,55,48,43,35,7,,5,4,1,0,,,,3,0
2012,20124845,FL,85,10,48,88,54,2,,4,2,2,0,,2,,3,1
2012,20124846,FL,0,97,49,2,24,6,,7,,1,0,,3,,3,1
2012,20124847,CA,97,85,91,56,67,2,,1,1,3,0,,2,,3,1
2012,20124848,CA,0,70,35,15,47,7,,6,5,3,0,,3,,3,1
2012,20124849,NY,50,50,50,50,51,1,,4,2,3,0,,,,2,0
2012,20124850,IN,50,50,50,50,39,7,,2,4,1,0,,2,,2,0
2012,20124851,TX,85,30,58,78,66,5,,1,2,2,0,,2,,2,0
2012,20124852,TX,85,60,73,63,43,4,,1,3,2,0,,3,,3,1
2012,20124853,NE,70,30,50,70,41,5,,2,3,1,0,,2,,2,0
2012,20124854,MA,85,0,43,93,57,7,,1,3,1,0,,,,2,0
2012,20124855,CT,15,30,23,43,54,5,,4,3,1,0,,3,,3,1
2012,20124856,WA,85,30,58,78,34,6,,1,4,1,0,,3,,2,1
2012,20124857,TN,0,85,43,8,70,5,,7,1,4,0,,,,3,1
2012,20124858,TX,70,15,43,78,65,7,,1,3,1,0,,,,3,1
2012,20124859,MD,15,85,50,15,55,3,,7,1,1,0,,3,,3,1
2012,20124860,MO,55,35,45,60,53,6,,2,,1,0,,,,2,0
2012,20124861,FL,0,0,0,50,23,6,,4,1,1,0,,3,,3,1
2012,20124862,NV,70,40,55,65,68,5,,1,4,1,0,,2,,2,1
2012,20124863,NV,85,40,63,73,41,5,,3,2,1,1,,,,3,1
2012,20124864,WA,0,0,0,50,35,2,,4,1,1,0,,,,3,1
2012,20124865,IL,40,60,50,40,51,6,,5,4,1,0,,3,,3,1
2012,20124866,IA,85,10,48,88,67,7,,1,4,1,0,,3,,3,1
2012,20124867,FL,97,0,49,99,71,4,,1,2,3,0,,,,2,1
2012,20124868,TX,70,40,55,65,33,4,,1,3,3,1,,,,2,0
2012,20124869,NY,97,15,56,91,51,3,,1,2,3,0,,2,,1,0
2012,20124870,WV,97,0,49,99,62,3,,1,1,1,0,,3,,3,1
2012,20124871,CA,85,0,43,93,20,3,,1,3,3,1,,2,,3,1
2012,20124872,MA,50,70,60,40,61,6,,5,3,1,0,,,,3,1
2012,20124873,WI,0,85,43,8,47,6,,6,4,1,0,,3,,3,1
