Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
India,4991.92482748495,2,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,5,1,1,20,Not remote,8,0,0,0,1,0,0,0,0,0,1,0,1,1
United Kingdom,71250.0,12,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000.0,20,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,75000.0,8,1,1,5000,Not remote,5,1,0,0,1,0,0,0,0,0,0,0,0,1
United States,102500.0,5,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92500.0,2,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,139000.0,17,1,0,1000,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,135000.0,5,0,1,5000,Not remote,6,1,0,0,1,0,0,0,0,0,0,0,0,1
United States,55000.0,2,1,1,1,Not remote,8,0,1,0,0,1,0,0,0,0,1,1,1,1
United States,70000.0,3,0,1,100,Not remote,5,0,0,0,1,0,0,1,0,0,0,0,0,1
Canada,53333.3333333333,7,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,7,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000.0,4,1,1,20,Not remote,5,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,48000.0,3,1,1,10,Not remote,5,1,1,1,1,0,0,0,0,0,0,1,1,0
United States,80000.0,1,0,1,10000,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,24000.0,2,0,1,1,Remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,36250.0,3,1,1,1,Not remote,6,0,0,0,0,0,0,0,1,0,1,1,0,1
United Kingdom,56250.0,20,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82782.0,8,0,1,10000,Not remote,9,0,0,0,0,0,1,1,0,0,0,0,0,1
United States,135000.0,14,0,1,1000,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,50000.0,6,1,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,135000.0,4,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000.0,2,1,1,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,25000.0,4,0,1,10,Not remote,1,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,65000.0,2,0,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,1,0,0
United States,77000.0,3,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,74000.0,2,0,0,500,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,0,1
United States,100000.0,3,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,74000.0,1,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,0
India,19086.7713992072,1,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500.0,2,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750.0,18,0,1,20,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,1
United Kingdom,28125.0,5,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,67741.935483871,3,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,64393.9393939394,5,0,0,10,Not remote,8,0,0,1,0,0,0,0,0,1,1,0,0,1
United States,55000.0,18,1,1,10000,Not remote,7,0,0,0,1,1,0,0,0,0,0,0,0,1
United Kingdom,31250.0,2,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000.0,6,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,12750.0,6,0,1,1,Remote,8,0,1,1,0,0,0,0,1,0,1,0,1,1
United States,90000.0,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,4,0,1,10,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,1
United Kingdom,30000.0,7,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500.0,6,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,55000.0,2,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,1,0
United States,125000.0,20,1,1,100,Remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,86000.0,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,1,0,1,0,0,0
United States,40000.0,4,1,1,10,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,90000.0,1,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,11,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000.0,2,0,1,1000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,60000.0,5,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,23491.4109528704,4,0,1,100,Not remote,10,0,0,1,0,0,0,1,0,0,1,0,0,1
United Kingdom,36500.0,1,0,0,20,Not remote,9,0,0,1,1,0,0,0,0,0,0,0,0,0
India,16884.4516223756,9,0,1,1000,Not remote,5,1,0,1,1,0,0,0,0,0,0,0,0,1
United States,145000.0,20,1,1,500,Not remote,9,1,1,1,1,1,0,0,1,1,1,0,0,1
United Kingdom,62500.0,14,0,1,500,Not remote,2,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,10,0,1,1000,Remote,10,0,1,1,0,1,0,0,0,0,1,0,1,1
United States,67000.0,5,0,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,160000.0,16,1,1,500,Remote,9,1,1,1,1,1,0,0,0,0,0,0,1,1
United States,12000.0,2,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000.0,3,0,1,10000,Not remote,4,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,55452.0,4,0,1,1,Not remote,4,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,90000.0,5,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000.0,5,1,1,500,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,40000.0,1,1,1,1000,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000.0,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
India,24959.6241374248,7,0,0,100,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1
India,11011.598884158,5,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,78000.0,6,1,1,100,Not remote,9,0,0,0,1,0,1,0,0,0,0,0,0,0
United Kingdom,41250.0,6,1,0,5000,Not remote,8,1,0,0,0,1,0,0,0,0,0,0,1,1
United States,110000.0,2,0,1,10000,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,12,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,1,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,75268.8172043011,14,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,104000.0,11,0,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
India,7928.35119659375,1,1,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5285.56746439583,2,1,1,100,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,42500.0,6,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,6606.95933049479,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,60000.0,9,0,0,100,Not remote,8,0,0,1,0,0,0,0,1,0,1,0,0,1
Germany,67741.935483871,14,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,7708.11921891059,3,0,1,10000,Not remote,4,1,1,0,0,1,0,0,0,0,0,0,0,1
Germany,48387.0967741935,3,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,41666.6666666667,3,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,91000.0,9,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,52500.0,11,0,1,10,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,140000.0,20,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,92000.0,3,0,0,5000,Not remote,8,0,0,0,0,0,1,0,0,0,0,1,0,0
United Kingdom,50000.0,10,1,1,1,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,5,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000.0,20,0,0,100,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,1,0
Canada,48106.0606060606,2,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,30303.0303030303,2,0,0,5000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,58000.0,20,0,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,96000.0,12,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,120000.0,17,1,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,104000.0,9,0,1,10000,Not remote,4,1,0,1,0,1,0,0,0,0,0,0,1,1
United States,70200.0,4,1,0,1000,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,83000.0,3,1,1,20,Remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,159000.0,20,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,88000.0,9,1,0,1,Remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,87000.0,7,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,1,1
United States,61000.0,3,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,11,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000.0,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,56567.0,1,1,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,60000.0,4,0,1,10,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,83000.0,7,0,0,1000,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,90050.0,6,1,1,20,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,121000.0,3,1,1,500,Not remote,9,0,1,0,0,0,0,0,0,0,0,1,1,1
India,11011.598884158,5,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,119000.0,12,0,0,500,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,80000.0,13,0,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,78125.0,18,0,0,100,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
Germany,35483.8709677419,3,0,1,20,Not remote,5,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,77000.0,4,1,1,100,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,102000.0,6,1,1,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,135000.0,7,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,65000.0,2,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000.0,1,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000.0,7,0,1,10,Remote,9,0,1,0,0,0,0,0,0,0,0,0,1,1
Canada,31060.6060606061,2,0,1,100,Not remote,10,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,62000.0,3,0,1,20,Not remote,7,0,1,1,0,1,0,0,1,0,0,0,1,1
United States,150000.0,13,1,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000.0,5,1,1,20,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,1,0
United States,65000.0,2,1,1,5000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,145000.0,20,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,60000.0,8,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,115000.0,3,1,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,9,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,43181.8181818182,15,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,29364.2636910879,7,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,80000.0,3,0,1,10000,Remote,8,0,0,0,0,1,0,0,0,1,1,0,0,1
United States,92000.0,9,1,1,10000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,32258.064516129,2,0,1,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,38709.6774193548,5,0,0,1000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,91397.8494623656,9,1,1,1000,Not remote,10,0,0,0,0,0,0,1,1,0,0,0,0,1
Germany,51612.9032258064,8,1,1,1000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,1
Germany,69892.4731182796,15,1,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,25806.4516129032,14,1,1,100,Remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
India,1409.48465717222,2,1,1,1,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,69892.4731182796,6,0,1,10000,Not remote,9,0,1,1,0,0,1,0,1,1,1,0,1,1
Germany,59139.7849462366,7,0,0,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40625.0,15,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,53797.5,16,0,0,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,120000.0,9,0,0,100,Not remote,7,1,0,0,0,0,0,0,0,0,1,0,0,0
United States,110000.0,20,1,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,17,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,91500.0,2,1,1,500,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,89000.0,9,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,67000.0,3,0,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,34375.0,4,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,23290.3225806452,1,0,1,1000,Not remote,5,1,1,0,1,0,0,0,0,0,0,1,1,1
Canada,83333.3333333333,14,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,43312.5,4,1,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,100000.0,4,1,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000.0,5,0,1,20,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,90000.0,20,0,0,1000,Remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,76250.0,15,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000.0,10,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,144000.0,17,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,105000.0,5,0,1,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,110000.0,15,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,109000.0,9,0,1,100,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,68750.0,8,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,106000.0,17,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,130000.0,15,0,1,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,60215.0537634409,20,0,0,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,1,0,0
Canada,50734.0909090909,11,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,120000.0,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,64393.9393939394,7,0,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,121000.0,18,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,65000.0,2,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,131000.0,9,0,0,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,150000.0,14,1,1,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,68181.8181818182,7,1,1,20,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,0,1
Canada,54545.4545454545,2,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,69600.0,10,1,1,1000,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
United States,111000.0,7,1,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
Canada,68181.8181818182,5,0,0,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,81200.0,6,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,106536.0,9,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,46350.0,1,0,1,20,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
India,20554.9845837616,18,0,0,10000,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,68750.0,2,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,58064.5161290323,10,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,58000.0,2,0,1,20,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,40625.0,8,1,1,10000,Remote,5,1,1,1,0,0,0,0,0,0,0,0,1,0
United States,104000.0,20,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,51250.0,11,1,1,5000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000.0,19,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,78759.8484848485,10,1,1,1000,Not remote,8,0,0,1,0,1,0,0,0,0,1,0,0,1
United Kingdom,62500.0,10,0,1,10000,Not remote,8,1,1,0,1,1,0,0,0,0,0,0,1,1
United Kingdom,72500.0,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,55913.9784946237,1,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,30000.0,3,0,0,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,62365.5913978495,10,1,0,1000,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1
United Kingdom,39375.0,2,0,1,1000,Not remote,5,1,0,0,1,0,0,0,0,0,1,0,0,1
United Kingdom,37500.0,11,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,80645.1612903226,18,0,1,100,Not remote,6,1,1,1,0,0,0,0,0,0,0,0,1,1
United States,60000.0,2,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,62000.0,2,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,96774.1935483871,20,1,0,10000,Not remote,10,1,0,0,0,0,0,0,0,1,0,0,0,0
United States,77000.0,9,1,1,100,Remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,115000.0,19,0,1,10000,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,125000.0,13,1,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,150000.0,16,0,0,20,Not remote,9,0,0,1,0,0,1,0,1,0,1,0,0,0
India,2936.48509763618,0,1,1,1,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,50537.6344086021,10,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,49462.3655913978,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,53125.0,13,1,1,1,Not remote,6,1,0,1,0,0,0,0,1,0,0,0,0,0
United Kingdom,55000.0,10,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,5,0,1,10,Not remote,6,0,0,0,0,1,0,0,0,0,0,1,0,1
United States,110000.0,9,1,1,20,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,56250.0,20,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,62000.0,1,0,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,111000.0,5,0,1,10000,Not remote,9,0,0,1,0,1,0,0,0,0,1,0,0,1
United States,90000.0,3,1,1,100,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,165000.0,14,1,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,31250.0,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,1,0,0,0,0,0
United States,136000.0,20,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,105000.0,16,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,131250.0,12,1,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,1,1
United Kingdom,53750.0,9,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,41250.0,4,0,0,1000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
Germany,39784.9462365591,3,0,1,20,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,100000.0,14,0,1,10000,Not remote,6,0,0,0,0,1,1,0,0,0,0,0,0,0
United States,95000.0,6,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,94500.0,9,0,0,1000,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,46350.0,2,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,140000.0,20,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,90909.0909090909,9,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,3,1,0,100,Not remote,8,0,0,0,1,1,0,0,0,0,0,0,0,1
United States,125000.0,10,1,1,1,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,0
United States,89000.0,4,1,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,110000.0,4,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,110000.0,3,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,83500.0,15,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000.0,2,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62500.0,3,1,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,158000.0,13,0,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,100000.0,4,0,0,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,112000.0,8,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,88000.0,2,0,1,10,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,110000.0,1,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000.0,5,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
India,1761.85582146528,1,0,0,1,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,48000.0,3,1,1,1,Not remote,10,1,0,0,1,1,0,0,0,0,0,0,1,1
United Kingdom,82500.0,20,1,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,70000.0,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000.0,5,0,1,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,6166.49537512847,2,1,1,10000,Remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,135000.0,7,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
India,5432.38878285127,3,1,1,100,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000.0,20,1,1,100,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,56250.0,4,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,141000.0,18,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,41000.0,9,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,74000.0,5,1,1,100,Not remote,9,0,1,1,0,1,0,0,0,0,1,1,1,1
Germany,55913.9784946237,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,87000.0,19,0,0,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
United States,107000.0,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,157000.0,5,0,1,10000,Not remote,9,0,0,1,0,0,0,0,1,0,1,0,0,0
United States,160000.0,10,1,1,20,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
United States,120000.0,10,1,1,1000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,54545.4545454545,20,1,1,1,Remote,9,0,1,1,1,0,0,0,0,0,0,0,1,1
United States,65000.0,2,0,1,100,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,153000.0,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,4404.63955366319,4,0,1,10,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000.0,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,7341.06592277199,4,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
